ntdid,4 Digit NTDID,name,reporter,mode,servicetype,time,Time Service Begins,Time Service Ends,veh_oper,veh_avai,Vehicles in Operation,vmt,vmt_rev,Deadhead Miles,Scheduled Revenue Miles,Total actual hours,Total actual revenue hours,Deadhead hours,Charter service hours,School bus hours,Trains in operation,Total actual miles,Total actual revenue miles,Deadhead Miles,Total actual hours,Total actual revenue hours,Deadhead hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service,pmt,Days of service operated,Days not operated due to strikes,Strike Comment,Days not operated due to officially declared emergencies,Emergency Comment,BRT Non-Statutory Mixed Traffic,Mixed Traffic Right of Way (ROW)
20076,2076,Westchester County Bee-Line System,Full Reporter: Operating,MB,PT,Average Weekday - Midday,9:00:00 AM,4:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20076,2076,Westchester County Bee-Line System,Full Reporter: Operating,MB,PT,Average Weekday - PM Peak,4:00:00 PM,6:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20076,2076,Westchester County Bee-Line System,Full Reporter: Operating,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20076,2076,Westchester County Bee-Line System,Full Reporter: Operating,MB,PT,Average Typical Weekday,4:30:00 AM,2:15:00 AM,,,268,34763,26145,8618,26145,2837,2397,440,,,,,,,,,,106716,,,522025,253,,,,,,
20076,2076,Westchester County Bee-Line System,Full Reporter: Operating,MB,PT,Average Typical Saturday,4:50:00 AM,2:15:00 AM,,,129,17139,13759,3380,13759,1483,1296,187,,,,,,,,,,56565,,,276701,54,,,,,,
20076,2076,Westchester County Bee-Line System,Full Reporter: Operating,MB,PT,Average Typical Sunday,5:15:00 AM,1:15:00 AM,,,65,9217,7385,1832,7385,823,719,104,,,,,,,,,,24288,,,118809,56,,,,,,
20076,2076,Westchester County Bee-Line System,Full Reporter: Operating,MB,PT,Annual Total,,,276,329,,10236734,7771231,2465503,8932851,844003,716572,127431,,,,,,,,,,31413914,,,153667492,,,,,,0,1011
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,CR,DO,Average Weekday - AM Peak,4:05:00 AM,9:59:00 AM,,,1007,,,,,,,,,,144,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,CR,DO,Average Weekday - Midday,9:59:00 AM,3:59:00 PM,,,918,,,,,,,,,,130,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,CR,DO,Average Weekday - PM Peak,4:00:00 PM,9:35:00 PM,,,1033,,,,,,,,,,147,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,CR,DO,Average Weekday - Other,,,,,539,,,,,,,,,,80,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,CR,DO,Average Typical Weekday,4:05:00 AM,3:57:00 AM,,,1033,239427,208082,31345,209881,6957,6213,744,,,144,32573,28292,4281,910,811,99,283951,,,8642528,252,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,CR,DO,Average Typical Saturday,4:39:00 AM,3:14:00 AM,,,1109,149625,143214,6411,141440,4114,4036,78,,,154,20092,19096,996,530,518,12,125596,,,3098721,52,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,CR,DO,Average Typical Sunday,4:39:00 AM,3:14:00 AM,,,1163,138782,133535,5247,123403,3511,3424,87,,,148,18567,17706,861,449,435,14,104537,,,2420876,61,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,CR,DO,Annual Total,,,1173,1341,,76614335,68058540,8555795,67826609,2182995,1986288,196707,,,,10390289,9206795,1183494,284589,258206,26383,84463717,,,2588133596,,,,,,0,0
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,FB,PT,Average Weekday - AM Peak,5:36:00 AM,9:15:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,FB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,FB,PT,Average Weekday - PM Peak,4:42:00 PM,9:47:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,FB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,FB,PT,Average Typical Weekday,5:36:00 AM,9:47:00 PM,,,2,194,194,0,194,17,17,0,,,,,,,,,,810,,,3056,207,0,,0,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,FB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,FB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,FB,PT,Annual Total,,,2,2,,40189,40189,0,49733,3431,3431,0,0,,,,,,,,,149757,,,581184,,,,,,0,0
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,MB,PT,Average Weekday - AM Peak,5:42:00 AM,9:16:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,MB,PT,Average Weekday - Midday,9:20:00 AM,4:34:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,MB,PT,Average Weekday - PM Peak,4:35:00 PM,8:30:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,MB,PT,Average Typical Weekday,5:42:00 AM,12:00:00 AM,,,9,1119,814,305,634,132,114,18,,,,,,,,,,1429,,,526,254,0,,0,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,MB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,MB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,MB,PT,Annual Total,,,9,14,,284102,206805,77297,161177,33647,29075,4572,0,0,,,,,,,,362976,,,133657,,,,,,0,22
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,CR,DO,Average Weekday - AM Peak,6:00:00 AM,10:00:00 AM,,,850,,,,,,,,,,128,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,CR,DO,Average Weekday - Midday,10:00:00 AM,4:00:00 PM,,,545,,,,,,,,,,90,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,CR,DO,Average Weekday - PM Peak,4:00:00 PM,8:00:00 PM,,,850,,,,,,,,,,128,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,CR,DO,Average Weekday - Other,,,,,520,,,,,,,,,,85,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,CR,DO,Average Typical Weekday,3:48:00 AM,3:08:00 AM,,,850,212809,200964,11845,200865,7377,6020,1357,,,128,31335,29536,1799,1084,901,183,295173,,,6925913,254,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,CR,DO,Average Typical Saturday,5:28:00 AM,3:07:00 AM,,,383,114805,109311,5494,110232,3803,3380,423,,,58,16662,15777,885,555,496,59,106792,,,4132839,52,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,CR,DO,Average Typical Sunday,5:28:00 AM,3:07:00 AM,,,395,112301,108306,3995,109292,3737,3332,405,,,62,16427,15782,645,549,493,56,86646,,,3362310,59,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,CR,DO,Annual Total,,,1296,1336,,66395412,62874564,3520848,62960438,2283735,1895817,387918,,,,9756548,9216626,539922,335106,282823,52283,85639201,,,2172465749,,,,,,0,0
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,DR,PT,Average Typical Weekday,4:30:00 AM,12:00:00 AM,,,369,51811,42814,8997,,2948,2471,477,,,,,,,,,,4236,,,27247,254,0,,7,Weather & state emergency shutdowns,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,DR,PT,Average Typical Saturday,5:00:00 AM,12:00:00 AM,,,192,29241,24807,4434,,1655,1427,228,,,,,,,,,,2201,,,13761,51,0,,1,Weather & state emergency shut down,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,DR,PT,Average Typical Sunday,6:00:00 AM,11:30:00 PM,,,139,21421,17969,3452,,1210,1033,177,,,,,,,,,,1599,,,10029,51,0,,1,Weather & state emergency shut down,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,DR,PT,Annual Total,,,379,379,,15743780,13056386,2687394,,895037,753173,141864,0,0,,,,,,,,1271302,1271302,0,8133967,,,,,,0,0
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,DO,Average Weekday - AM Peak,12:00:00 AM,12:00:00 AM,,,14,,,,,,,,,,14,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,DO,Average Weekday - Midday,12:00:00 AM,12:00:00 AM,,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,DO,Average Weekday - PM Peak,12:00:00 AM,12:00:00 AM,,,14,,,,,,,,,,14,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,DO,Average Weekday - Other,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,DO,Average Typical Weekday,12:00:00 AM,12:00:00 AM,,,14,1793,1761,32,1775,188,167,21,,,14,1793,1761,32,188,167,21,18505,,,40869,252,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,DO,Average Typical Saturday,12:00:00 AM,12:00:00 AM,,,4,739,726,13,732,98,88,10,,,4,739,726,13,98,88,10,7256,,,16855,59,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,DO,Average Typical Sunday,12:00:00 AM,12:00:00 AM,,,3,594,583,11,588,75,66,9,,,3,594,583,11,75,66,9,4914,,,13539,54,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,DO,Annual Total,,,14,21,,527441,518174,9267,522240,57173,50918,6255,,,,527441,518174,9267,57173,50918,6255,5356687,,,12024538,,,,,,0,0
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,PT,Average Weekday - AM Peak,6:00:00 AM,9:30:00 AM,,,42,,,,,,,,,,23,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,PT,Average Weekday - Midday,9:30:00 AM,4:00:00 PM,,,10,,,,,,,,,,10,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,PT,Average Weekday - PM Peak,4:00:00 PM,7:00:00 PM,,,42,,,,,,,,,,23,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,PT,Average Weekday - Other,,,,,10,,,,,,,,,,10,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,PT,Average Typical Weekday,4:30:00 AM,2:45:00 AM,,,42,6807,6807,0,6890,517,517,0,,,23,3988,3988,0,307,307,0,45420,,,152290,252,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,PT,Average Typical Saturday,5:00:00 AM,2:45:00 AM,,,10,2224,2224,0,2250,180,180,0,,,10,2179,2179,0,180,180,0,24506,,,82117,55,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,PT,Average Typical Sunday,5:00:00 AM,2:45:00 AM,,,10,2223,2223,0,2250,180,180,0,,,10,2060,2060,0,180,180,0,17726,,,58590,58,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,PT,Annual Total,,,42,52,,1966622,1966622,0,1990568,150576,150576,0,,,,1252761,1252761,0,97656,97656,0,13821851,,,46291705,,,,,,0,0
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,DO,Average Weekday - AM Peak,12:00:00 AM,12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,DO,Average Weekday - Midday,12:00:00 AM,12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,DO,Average Weekday - PM Peak,12:00:00 AM,12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,DO,Average Typical Weekday,12:00:00 AM,12:00:00 AM,,,1866,299644,231341,68303,230822,20068,16647,3421,,,,,,,,,,492466,,,3437160,255,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,DO,Average Typical Saturday,12:00:00 AM,12:00:00 AM,,,724,176245,136070,40175,135765,11561,9590,1971,,,,,,,,,,267952,,,2021672,53,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,DO,Average Typical Sunday,12:00:00 AM,12:00:00 AM,,,534,134379,103748,30631,103515,8163,6771,1392,,,,,,,,,,174036,,,1541436,57,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,DO,Annual Total,,,1866,2217,,93409881,72117302,21292579,71955487,6195437,5139115,1056322,,,,,,,,,,149700246,,,1071486176,,,,,,0,5624
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,PT,Average Weekday - AM Peak,5:30:00 AM,9:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,PT,Average Weekday - Midday,9:00:00 AM,3:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,PT,Average Weekday - PM Peak,3:00:00 PM,11:59:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,PT,Average Typical Weekday,5:30:00 AM,11:59:00 PM,,,181,28136,24523,3613,24629,2530,2081,449,,,,,,,,,,38826,,,170392,254,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,PT,Average Typical Saturday,5:30:00 AM,11:59:00 PM,,,113,15931,14008,1923,14066,1503,1235,268,,,,,,,,,,21555,,,96710,53,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,PT,Average Typical Sunday,12:00:00 AM,11:59:00 PM,,,70,7865,6791,1074,6836,813,650,163,,,,,,,,,,13298,,,56821,50,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,PT,Annual Total,,,181,211,,8263951,7208455,1055496,7239677,754854,619034,135820,,,,,,,,,,11529052,,,50391472,,,,,,0,2505
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,VP,PT,Average Typical Weekday,5:00:00 AM,7:00:00 PM,,,192,18299,18299,0,,415,415,0,,,,,,,,,,3068,,,108411,251,0,,2,Governor declared a state of emergency due to storm.,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,VP,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,VP,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,VP,PT,Annual Total,,,196,198,,4592963,4592963,0,,104124,104124,0,,,,,,,,,,769980,,,27211050,,,,,,0,0
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,YR,PT,Average Weekday - AM Peak,12:00:00 AM,12:00:00 AM,,,15,,,,,,,,,,12,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,YR,PT,Average Weekday - Midday,12:00:00 AM,12:00:00 AM,,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,YR,PT,Average Weekday - PM Peak,12:00:00 AM,12:00:00 AM,,,15,,,,,,,,,,12,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,YR,PT,Average Weekday - Other,,,,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,YR,PT,Average Typical Weekday,12:00:00 AM,,,,129,4041,3946,95,3875,162,155,7,,,97,3029,3029,0,121,121,0,9014,,,129541,253,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,YR,PT,Average Typical Saturday,12:00:00 AM,,,,80,2589,2531,58,2498,119,115,4,,,77,2456,2456,0,112,112,0,5922,,,141377,51,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,YR,PT,Average Typical Sunday,12:00:00 AM,,,,73,2285,2231,54,2194,98,95,3,,,67,2096,2096,0,90,90,0,4708,,,69752,61,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,YR,PT,Annual Total,,,15,15,,1300592,1270176,30416,1248513,53305,51316,1989,,,,1023305,1023305,0,41847,41847,0,2869707,,,44322372,,,,,,0,0
20082,2082,New York City Department of Transportation,Full Reporter: Operating,FB,DO,Average Weekday - AM Peak,6:00:00 AM,9:30:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,FB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,FB,DO,Average Weekday - PM Peak,3:30:00 PM,8:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,FB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,FB,DO,Average Typical Weekday,12:00:00 AM,12:00:00 AM,,,4,562,506,56,556,54,53,1,,,,,,,,,,64082,,,333226,261,0,,0,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,FB,DO,Average Typical Saturday,12:00:00 AM,12:00:00 AM,,,2,333,324,9,333,32,32,0,,,,,,,,,,47636,,,247709,52,0,,0,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,FB,DO,Average Typical Sunday,12:00:00 AM,12:00:00 AM,,,2,333,323,10,333,32,32,0,,,,,,,,,,37555,,,195285,52,0,,0,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,FB,DO,Annual Total,,,4,5,,181189,179832,1357,179934,17703,17572,131,0,,,,,,,,,21068930,,,108729791,,,,,,0,0
20082,2082,New York City Department of Transportation,Full Reporter: Operating,MB,PT,Average Weekday - AM Peak,5:00:00 AM,10:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,MB,PT,Average Weekday - PM Peak,4:00:00 PM,9:45:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,MB,PT,Average Typical Weekday,5:00:00 AM,9:45:00 PM,,,25,4731,2494,2237,2621,188,103,85,,,,,,,,,,2551,,,17091,251,0,,0,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,MB,PT,Average Typical Saturday,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,MB,PT,Average Typical Sunday,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
20082,2082,New York City Department of Transportation,Full Reporter: Operating,MB,PT,Annual Total,,,25,25,,1087184,613649,473535,654024,46881,25082,21799,0,0,,,,,,,,569639,,,4253266,,,,,,0,33
20084,2084,Transport of Rockland,Full Reporter: Operating,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,DR,DO,Average Typical Weekday,7:00:00 AM,7:00:00 PM,,,21,2136,1919,217,,114,101,13,,,,,,,,,,259,,,2258,252,0,,0,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,DR,DO,Average Typical Saturday,8:00:00 AM,5:00:00 PM,,,2,153,143,10,,8,7,1,,,,,,,,,,16,,,162,52,0,,0,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,DR,DO,Average Typical Sunday,10:00:00 AM,2:00:00 PM,,,1,26,9,17,,2,1,1,,,,,,,,,,1,,,8,12,0,,0,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,DR,DO,Annual Total,,,19,26,,546593,491227,55366,,29315,25934,3381,0,0,,,,,,,,66174,0,0,577684,,,,,,0,0
20084,2084,Transport of Rockland,Full Reporter: Operating,MB,PT,Average Weekday - AM Peak,5:00:00 AM,9:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,MB,PT,Average Weekday - Midday,9:00:00 AM,3:40:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,MB,PT,Average Weekday - PM Peak,3:00:00 PM,7:35:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,MB,PT,Average Typical Weekday,4:40:00 AM,2:56:00 AM,,,52,9394,7974,1420,8054,483,433,50,,,,,,,,,,9471,,,78515,253,0,,0,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,MB,PT,Average Typical Saturday,5:20:00 AM,2:15:00 AM,,,28,5858,5029,829,5030,310,278,32,,,,,,,,,,5878,,,55435,56,0,,0,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,MB,PT,Average Typical Sunday,6:25:00 AM,2:15:00 AM,,,20,3482,3020,462,3020,196,177,19,,,,,,,,,,3982,,,26166,56,0,,0,,,
20084,2084,Transport of Rockland,Full Reporter: Operating,MB,PT,Annual Total,,,52,60,,2899688,2468253,431435,2488378,150528,135080,15448,0,0,,,,,,,,2948221,,,24302935,,,,,,0,138
20085,2085,Clarkstown Mini-Trans,Small Systems Reporter,MB,DO,Annual Total,,,11,0,,,321772,,,,18800,,,,,,,,,,,124695,,,,,,,,,0,0
20089,2089,Village of Spring Valley Bus,Small Systems Reporter,MB,DO,Annual Total,,,1,0,,,25467,,,,3029,,,,,,,,,,,6982,,,,,,,,,0,0
20096,2096,Putnam County Transit,Full Reporter: Operating,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter: Operating,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter: Operating,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter: Operating,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter: Operating,DR,PT,Average Typical Weekday,4:50:00 AM,9:00:00 PM,,,8,768,655,113,,44,40,4,,,,,,,,,,71,,,141747,254,,,3,"Inclement weather 2 days, Gov. declared shut down 1 day.",,
