ntdid,4 Digit NTDID,name,reporter,mode,servicetype,time,Time Service Begins,Time Service Ends,veh_oper,veh_avai,Vehicles in Operation,vmt,vmt_rev,Deadhead Miles,Scheduled Revenue Miles,Total actual hours,Total actual revenue hours,Deadhead hours,Charter service hours,School bus hours,Trains in operation,Total actual miles,Total actual revenue miles,Deadhead Miles,Total actual hours,Total actual revenue hours,Deadhead hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service,pmt,Days of service operated,Days not operated due to strikes,Strike Comment,Days not operated due to officially declared emergencies,Emergency Comment,BRT Non-Statutory Mixed Traffic,Mixed Traffic Right of Way (ROW)
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,MB,DO,Annual Total,,,7,0,,,138100,,,,10289,,,,,,,,,,,145464,,,,,,,,,0,0
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,MB,PT,Annual Total,,,1,0,,,7212,,,,619,,,,,,,,,,,8720,,,,,,,,,0,0
50174,5174,City of Danville/Danville Mass Transit,Small Systems Reporter,DR,PT,Annual Total,,,2,0,,,48612,,,,3212,,,,,,,,,,,12646,,0,,,,,,,0,0
50174,5174,City of Danville/Danville Mass Transit,Small Systems Reporter,MB,DO,Annual Total,,,11,0,,,578728,,,,26391,,,,,,,,,,,619524,,,,,,,,,0,0
50177,5177,ColumBUS Transit,Small Systems Reporter,DR,DO,Annual Total,,,4,0,,,83829,,,,9040,,,,,,,,,,,14787,,0,,,,,,,0,0
50177,5177,ColumBUS Transit,Small Systems Reporter,MB,DO,Annual Total,,,4,0,,,192632,,,,17344,,,,,,,,,,,204225,,,,,,,,,0,0
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,Average Typical Weekday,6:00:00 AM,6:00:00 PM,,,7,1017,908,109,,67,60,7,,,,,,,,,,91,,,333,245,0,,0,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,Annual Total,,,7,11,,249274,222473,26801,,16349,14599,1750,,,,,,,,,,22388,0,4286,174250,,,,,,0,0
50180,5180,Livingston Essential Transportation Service,Small Systems Reporter,DR,DO,Annual Total,,,23,0,,,725672,,,,38656,,,,,,,,,,,145422,,31993,,,,,,,0,0
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,Average Typical Weekday,12:00:00 AM,11:59:00 AM,,,971,128279,112383,15896,,8595,7703,892,,,,,,,,,,13375,,,118597,255,0,,0,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,Average Typical Saturday,12:00:00 AM,11:59:00 PM,,,350,48623,42598,6025,,3258,2920,338,,,,,,,,,,5070,,,44953,52,0,,0,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,Average Typical Sunday,12:00:00 AM,11:59:00 PM,,,420,58136,50932,7204,,3895,3491,404,,,,,,,,,,6061,,,53748,58,0,,0,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,Annual Total,,,971,1060,,38611411,33826673,4784738,,2587116,2318607,268509,0,0,,,,,,,,4025755,4025755,,35697154,,,,,,0,0
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DT,PT,Annual Total,,,19,19,,,330545,,,,20402,,,,,,,,,,,43163,43163,0,330545,365,,,,,0,0
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,Average Typical Weekday,6:00:00 AM,7:15:00 PM,,,4,559,436,123,436,12,9,3,,,,,,,,,,243,,,13487,256,0,,0,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,Average Typical Saturday,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,Average Typical Sunday,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,Annual Total,,,4,5,,143331,111870,31461,111870,3203,2382,821,0,0,,,,,,,,62203,,,3452267,,,,,,0,106
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,Average Typical Weekday,6:18:00 AM,10:30:00 PM,,,3,572,564,8,521,44,41,3,,,,,,,,,,412,,,1227,256,0,,0,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,Average Typical Saturday,6:18:00 AM,11:59:00 PM,,,4,799,791,8,568,59,54,5,,,,,,,,,,468,,,3802,52,0,,0,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,Average Typical Sunday,8:10:00 AM,11:59:00 PM,,,2,364,357,7,402,24,23,1,,,,,,,,,,153,,,2151,52,0,,0,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,Annual Total,,,4,5,,206673,203818,2855,196006,15432,14949,483,0,0,,,,,,,,131480,,,640965,,,,,,0,60
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,Average Typical Weekday,6:00:00 AM,12:30:00 AM,,,13,1548,1451,97,,142,137,5,,,,,,,,,,377,,,2034,255,0,,0,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,Average Typical Saturday,8:00:00 AM,12:30:00 AM,,,5,516,479,37,,46,44,2,,,,,,,,,,86,,,440,51,0,,0,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,Average Typical Sunday,,,,,0,0,0,0,,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,Annual Total,,,13,29,,421046,394457,26589,,38654,37197,1457,0,0,,,,,,,,100368,49268,3350,541442,,,,,,0,0
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,Average Weekday - AM Peak,6:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,Average Weekday - PM Peak,,10:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,Average Typical Weekday,6:00:00 AM,10:00:00 PM,,,8,1420,1372,48,1384,110,107,3,,,,,,,,,,1317,,,4998,255,0,,0,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,Average Typical Saturday,8:00:00 AM,10:00:00 PM,,,8,1222,1174,48,1177,95,92,3,,,,,,,,,,1028,,,2657,51,0,,0,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,Average Typical Sunday,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,Annual Total,,,8,29,,426012,411142,14870,410950,33017,32011,1006,0,0,,,,,,,,388329,,,1409982,,,,,,0,117
50186,5186,Lawrence County Port Authority,Small Systems Reporter,CB,PT,Annual Total,,,2,0,,,113781,,,,4647,,,,,,,,,,,16996,,,,,,,,,0,0
50186,5186,Lawrence County Port Authority,Small Systems Reporter,DR,PT,Annual Total,,,9,0,,,90317,,,,9123,,,,,,,,,,,10291,,0,,,,,,,0,0
50186,5186,Lawrence County Port Authority,Small Systems Reporter,MB,PT,Annual Total,,,3,0,,,35535,,,,1759,,,,,,,,,,,4645,,,,,,,,,0,0
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,Average Typical Weekday,5:00:00 AM,7:00:00 PM,,,32,2658,2658,0,,56,56,0,,,,,,,,,,344,,,161360,255,0,,0,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,Annual Total,,,32,34,,677821,677821,0,,14503,14503,0,,,,,,,,,,87748,,,4146900,,,,,,0,0
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,Average Typical Weekday,6:00:00 AM,9:00:00 PM,,,507,35482,35482,0,,770,770,0,,,,,,,,,,4883,,,205761,254,,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,Annual Total,,,535,595,,9012525,9012525,0,,195723,195723,0,,,,,,,,,,1240344,,,52263231,,,,,,0,0
50194,5194,Boone County Council on Aging,Small Systems Reporter,DR,DO,Annual Total,,,6,0,,,157253,,,,9760,,,,,,,,,,,27825,,0,,,,,,,0,0
50195,5195,City of Shelby,Small Systems Reporter,DR,DO,Annual Total,,,1,0,,,18151,,,,1915,,,,,,,,,,,7132,,6273,,,,,,,0,0
50196,5196,Harbor Transit Multi-Modal Transportation System,Small Systems Reporter,DR,DO,Annual Total,,,17,0,,,491595,,,,33390,,,,,,,,,,,186094,,0,,,,,,,0,0
50197,5197,Trumbull County Transit Board,Full Reporter: Operating,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter: Operating,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter: Operating,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter: Operating,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter: Operating,DR,PT,Average Typical Weekday,7:00:00 AM,6:00:00 PM,,,21,549173,503256,45917,,25296,23300,1996,,,,,,,,,,38563,,,462756,255,,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter: Operating,DR,PT,Average Typical Saturday,8:00:00 AM,3:00:00 PM,,,7,83561,75488,8073,,3950,3555,395,,,,,,,,,,5785,,,69420,55,,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter: Operating,DR,PT,Average Typical Sunday,8:00:00 AM,3:00:00 PM,,,7,55918,50326,5592,,2522,2270,252,,,,,,,,,,3856,,,46272,55,,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter: Operating,DR,PT,Annual Total,,,21,28,,688652,629070,59582,,31768,29125,2643,,,,,,,,,,48204,,,578448,,,,,,0,0
50198,5198,Medina County Public Transit,Full Reporter: Operating,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DR,DO,Average Typical Weekday,6:00:00 AM,6:00:00 PM,,,9,1044,795,249,,87,53,34,,,,,,,,,,157,,,1217,258,0,,0,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DR,DO,Average Typical Saturday,10:00:00 AM,4:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DR,DO,Average Typical Sunday,6:00:00 AM,6:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DR,DO,Annual Total,,,9,11,,269459,205178,64281,,22537,13596,8941,,,,,,,,,,40622,,,314820,,,,,,0,0
50198,5198,Medina County Public Transit,Full Reporter: Operating,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DT,PT,Annual Total,,,7,7,,,117846,,,,5206,,,,,,,,,,,5244,0,0,125908,362,0,,0,,0,0
50198,5198,Medina County Public Transit,Full Reporter: Operating,MB,DO,Average Weekday - AM Peak,7:00:00 AM,9:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,MB,DO,Average Weekday - Midday,1:00:00 PM,3:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,MB,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,MB,DO,Average Typical Weekday,6:00:00 AM,6:00:00 PM,,,5,722,634,88,677,56,52,4,,,,,,,,,,70,,,489,251,0,,0,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,MB,DO,Average Typical Saturday,10:00:00 AM,6:00:00 PM,,,4,345,302,43,319,27,25,2,,,,,,,,,,26,,,145,52,0,,0,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,MB,DO,Average Typical Sunday,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,,0,,0,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,MB,DO,Annual Total,,,5,7,,199201,174754,24447,186438,15405,14308,1097,,,,,,,,,,18963,,,118898,,,,,,0,97
50199,5199,Delaware County Transit Board,Full Reporter: Operating,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,DR,DO,Average Typical Weekday,6:00:00 AM,6:00:00 PM,,,11,178227,145936,32291,,9030,7895,1135,,,,,,,,,,11745,,,78370,255,0,,0,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,DR,DO,Annual Total,,,11,11,,178227,145936,32291,,9030,7895,1135,,,,,,,,,,11745,707,7760,78370,,,,,,0,0
50199,5199,Delaware County Transit Board,Full Reporter: Operating,MB,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,MB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,MB,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,MB,DO,Average Typical Weekday,5:30:00 AM,6:49:00 PM,,,11,254005,233786,20219,233623,18503,16783,1720,,,,,,,,,,56506,,,775016,255,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,MB,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,MB,DO,Annual Total,,,12,12,,254005,233786,20219,233623,18503,16783,1720,0,0,,,,,,,,56506,,,775016,,,,,,0,97
50200,5200,Warren County Transit Services,Small Systems Reporter,DR,PT,Annual Total,,,19,0,,,422393,,,,31101,,,,,,,,,,,45102,,5292,,,,,,,0,0
50201,5201,Hancock Area Rural Transit ,Small Systems Reporter,DR,DO,Annual Total,,,12,0,,,166891,,,,14236,,,,,,,,,,,18804,,0,,,,,,,0,0
50202,5202,City of West Bend,Small Systems Reporter,DT,PT,Annual Total,,,14,0,,,382102,,,,36590,,,,,,,,,,,113398,,0,,,,,,,0,0
50204,5204,Jackson County Mass Transit District,Small Systems Reporter,DR,DO,Annual Total,,,12,0,,,308550,,,,19760,,,,,,,,,,,35648,,13902,,,,,,,0,0
50205,5205,Greater Mankato Transit System,Small Systems Reporter,DR,DO,Annual Total,,,2,0,,,47564,,,,4444,,,,,,,,,,,10004,,0,,,,,,,0,0
50205,5205,Greater Mankato Transit System,Small Systems Reporter,MB,DO,Annual Total,,,13,0,,,229661,,,,18938,,,,,,,,,,,734836,,,,,,,,,0,0
50207,5207,Midland Dial-A-Ride,Small Systems Reporter,DR,DO,Annual Total,,,12,0,,,437629,,,,27575,,,,,,,,,,,107181,,0,,,,,,,0,0
50208,5208,Midland County Board of Commissioners,Small Systems Reporter,DR,DO,Annual Total,,,23,0,,,1137020,,,,53213,,,,,,,,,,,83111,,0,,,,,,,0,0
50209,5209,Central Indiana Regional Transportation Authority ,Small Systems Reporter,MB,PT,Annual Total,,,3,0,,,92767,,,,6242,,,,,,,,,,,26340,,,,,,,,,0,0
50209,5209,Central Indiana Regional Transportation Authority ,Small Systems Reporter,VP,PT,Annual Total,,,26,0,,,484178,,,,10386,,,,,,,,,,,85440,,,,,,,,,0,0
50210,5210,City of Hartford,Small Systems Reporter,DR,DO,Annual Total,,,2,0,,,44462,,,,4930,,,,,,,,,,,20475,,0,,,,,,,0,0
50211,5211,Rides Mass Transit District,Full Reporter: Operating,MB,DO,Average Weekday - AM Peak,6:00:00 AM,9:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50211,5211,Rides Mass Transit District,Full Reporter: Operating,MB,DO,Average Weekday - Midday,9:00:00 AM,1:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50211,5211,Rides Mass Transit District,Full Reporter: Operating,MB,DO,Average Weekday - PM Peak,1:00:00 PM,6:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50211,5211,Rides Mass Transit District,Full Reporter: Operating,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50211,5211,Rides Mass Transit District,Full Reporter: Operating,MB,DO,Average Typical Weekday,6:00:00 AM,6:00:00 PM,,,93,15655,13651,2004,15153,760,685,75,,,,,,,,,,2357,,,29958,260,0,,0,,,
50211,5211,Rides Mass Transit District,Full Reporter: Operating,MB,DO,Average Typical Saturday,6:00:00 AM,5:00:00 PM,,,19,2702,2356,346,2616,131,118,13,,,,,,,,,,407,,,5171,53,0,,0,,,
50211,5211,Rides Mass Transit District,Full Reporter: Operating,MB,DO,Average Typical Sunday,6:00:00 AM,3:00:00 PM,,,1,228,199,29,221,11,10,1,,,,,,,,,,34,,,436,52,0,,0,,,
50211,5211,Rides Mass Transit District,Full Reporter: Operating,MB,DO,Annual Total,,,112,133,,4225315,3684610,540705,4089917,205219,184882,20337,0,0,,,,,,,,636038,,,8085743,,,,,,0,608
50215,5215,Voluntary Action Center,Small Systems Reporter,DR,DO,Annual Total,,,24,0,,,755072,,,,44146,,,,,,,,,,,84247,,0,,,,,,,0,0
