ntdid,lntdid,name,reporter,area,mode,servicetype,time,tstart,tend,veh_oper,veh_avai,trn_oper,veh_oper2,vmt,vmt_rev,vmt_dead,vmt_sche_rev,veh_hr,veh_hr_rev,veh_hr_dead,chrtr_hr,schl_hr,trn_mi,trn_mi_rev,trn_mi_dead,trn_hr,trn_hr_rev,trn_hr_dead,upt,ada_upt,spsr_upt,pmt,day_serv,day_nserv_str,strike,day_nser_emer,emer,mix_traffic,mix_traffic_drm
1,1,King County Department of Transportation,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DR,PT,Average Typical Weekday,12:00 AM,12:00 AM,,,,174,31161,26447,4714,,2250,1962,288,,,,,,,,,2919,,,32560,255,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DR,PT,Average Typical Sunday,12:00 AM,12:00 AM,,,,76,12506,10375,2131,,849,735,114,,,,,,,,,1088,,,12037,58,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DR,PT,Average Typical Saturday,12:00 AM,12:00 AM,,,,73,13379,11103,2276,,936,810,126,,,,,,,,,1194,,,13681,52,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DR,PT,Annual Total,,,174,328,,,9380470,7934196,1446274,,672542,585957,86585,,,,,,,,,870776,870776,,9725896,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,DT,PT,Annual Total,,,46,46,,,,1336929,,,,43545,,,,,,,,,,110665,90508,,1532467,366,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,FB,DO,Average Weekday - PM Peak,3:15 PM,7:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,FB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,FB,DO,Average Weekday - Midday,9:15 AM,3:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,FB,DO,Average Weekday - AM Peak,5:30 AM,9:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,FB,DO,Average Typical Weekday,5:30 AM,7:30 PM,,,,2,193,193,0,193,17,17,0,,,,,,,,,2040,,,11142,251,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,FB,DO,Average Typical Sunday,8:30 AM,8:30 PM,,,,1,48,48,0,48,12,12,0,,,,,,,,,1310,,,2619,33,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,FB,DO,Average Typical Saturday,8:30 AM,11:30 PM,,,,1,60,60,0,60,15,15,0,,,,,,,,,1552,,,3105,30,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,FB,DO,Annual Total,,,2,3,,,51704,51704,0,51784,5092,5092,0,0,,,,,,,,601942,,,2976252,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,PT,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,PT,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,PT,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,DO,Average Typical Weekday,12:00 AM,11:59 PM,,,,949,131471,102403,29068,101620,10238,8892,1346,,,,,,,,,323664,,,1600249,255,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,PT,Average Typical Weekday,4:30 AM,10:05 PM,,,,32,5219,4124,1095,4132,339,297,42,,,,,,,,,3398,,,14040,255,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,DO,Average Typical Sunday,12:00 AM,11:59 PM,,,,355,54662,49420,5242,49043,5481,5190,291,,,,,,,,,139722,,,550605,58,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,PT,Average Typical Sunday,9:01 AM,7:37 PM,,,,4,489,363,126,363,35,30,5,,,,,,,,,529,,,1407,58,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,DO,Average Typical Saturday,12:00 AM,11:59 PM,,,,444,68148,61800,6348,61328,6827,6494,333,,,,,,,,,194110,,,741583,53,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,PT,Average Typical Saturday,8:05 AM,9:17 PM,,,,13,1588,1288,300,1288,123,111,12,,,,,,,,,1542,,,5205,53,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,MB,DO,Annual Total,,,949,1245,,,41037935,32450352,8587583,32008057,3290525,2912539,377986,,,,,,,,,100924131,,,480196177,,,,,,,2172
1,1,King County Department of Transportation,Full Reporter,Urban,MB,PT,Annual Total,,,32,58,,,1443318,1141070,302248,1143049,95008,83266,11742,,,,,,,,,978883,,,3937786,,,,,,,250
1,1,King County Department of Transportation,Full Reporter,Urban,SR,DO,Average Weekday - PM Peak,3:00 PM,7:15 PM,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,SR,DO,Average Weekday - Other,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,SR,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,SR,DO,Average Weekday - AM Peak,6:45 AM,9:00 AM,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,SR,DO,Average Typical Weekday,4:32 AM,1:38 AM,,,8,8,644,632,12,683,136,128,8,,,644,632,12,136,128,8,4752,,,5281,254,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,SR,DO,Average Typical Sunday,9:27 AM,8:45 PM,,,5,5,268,261,7,264,52,50,2,,,268,261,7,52,50,2,1791,,,2214,56,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,SR,DO,Average Typical Saturday,4:32 AM,1:38 AM,,,6,6,588,580,8,598,117,114,3,,,588,580,8,117,114,3,2904,,,3749,51,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,SR,DO,Annual Total,,,8,10,,,195009,191472,3537,204359,40589,39471,1118,,,195009,191472,3537,40589,39471,1118,1358297,,,1555281,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,TB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,TB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,TB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,TB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,TB,DO,Average Typical Weekday,12:00 AM,11:59 PM,,,,138,11789,11254,535,11590,1729,1665,64,,,,,,,,,72410,,,131245,255,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,TB,DO,Average Typical Sunday,12:00 AM,11:59 PM,,,,65,1522,1482,40,7555,200,196,4,,,,,,,,,6513,,,13956,58,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,TB,DO,Average Typical Saturday,12:00 AM,11:59 PM,,,,43,1893,1842,51,9391,251,246,5,,,,,,,,,2969,,,7534,53,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,TB,DO,Annual Total,,,138,169,,,3194807,3063846,130961,3891287,465872,450367,15505,,,,,,,,,18999529,,,34676186,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,VP,DO,Average Typical Weekday,,,,,,1469,57963,57963,0,,2114,2114,0,,,,,,,,,13792,,,265641,255,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,VP,DO,Average Typical Sunday,,,,,,10,768,768,0,,28,28,0,,,,,,,,,183,,,3520,58,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,VP,DO,Average Typical Saturday,,,,,,10,1024,1024,0,,37,37,0,,,,,,,,,244,,,4693,53,,,,,,
1,1,King County Department of Transportation,Full Reporter,Urban,VP,DO,Annual Total,,,1469,1791,,,14879324,14879324,0,,542569,542569,0,,,,,,,,,3540538,,,68191343,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Typical Weekday,6:20 AM,5:20 PM,,,,52,4908,4484,424,,325,302,23,,,,,,,,,893,,,7333,254,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Typical Weekday,5:05 AM,11:55 PM,,,,47,4659,3964,695,,276,243,33,,,,,,,,,717,,,7189,254,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Typical Sunday,7:20 AM,8:35 PM,,,,36,3652,3130,522,,216,195,21,,,,,,,,,504,,,4259,59,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Typical Saturday,5:30 AM,10:25 PM,,,,34,4020,3488,532,,248,227,21,,,,,,,,,539,,,4268,53,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Annual Total,,,47,55,,,1613891,1376561,237330,,96270,85626,10644,,,,,,,,,240398,240398,,2292840,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Annual Total,,,52,60,,,1244328,1138893,105435,,82393,76807,5586,,,,,,,,,226888,226888,,1862502,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,5:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,4:30 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Typical Weekday,4:30 AM,12:40 AM,,,,107,20191,18563,1628,18566,1413,1334,79,,,,,,,,,34952,,,132818,254,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Typical Sunday,6:50 AM,8:30 PM,,,,34,6016,5326,690,5327,431,397,34,,,,,,,,,8397,,,32328,59,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Typical Saturday,4:50 AM,12:40 AM,,,,46,8824,8127,697,8128,660,625,35,,,,,,,,,14868,,,57836,53,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Annual Total,,,111,134,,,5951216,5477713,473503,5460818,419346,397122,22224,,,,,,,,,10261816,,,38708432,,,,,,,649
2,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Typical Weekday,6:00 AM,7:00 PM,,,,76,4039,4039,0,,119,119,0,,,,,,,,,745,,,19868,254,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Typical Sunday,8:00 AM,5:00 PM,,,,5,304,304,0,,9,9,0,,,,,,,,,37,,,851,59,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Typical Saturday,7:00 AM,6:00 PM,,,,4,276,276,0,,8,8,0,,,,,,,,,29,,,737,53,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Annual Total,,,97,108,,,1058496,1058496,0,,31196,31196,0,,,,,,,,,193006,,,5135838,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Typical Weekday,4:15 AM,11:59 PM,,,,60,5896,5115,781,,416,367,49,,,,,,,,,768,,,6031,255,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Typical Weekday,4:15 AM,11:59 PM,,,,31,2873,2542,331,,205,184,21,,,,,,,,,415,,,3157,255,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Typical Sunday,6:45 AM,10:30 PM,,,,38,3163,2671,492,,221,193,28,,,,,,,,,407,,,2925,58,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Typical Sunday,6:45 AM,10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Typical Saturday,5:45 AM,11:30 PM,,,,36,3427,2965,462,,241,213,28,,,,,,,,,422,,,3023,53,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Typical Saturday,5:45 AM,11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Annual Total,,,60,67,,,1868761,1616578,252183,,131867,116315,15552,,,,,,,,,241969,241969,,1867810,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Annual Total,,,31,33,,,732612,648133,84479,,52208,47024,5184,0,0,,,,,,,106022,106022,,805020,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,2:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:00 AM,2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Typical Weekday,4:02 AM,12:10 AM,,,,118,17358,14458,2900,14465,1428,1282,146,,,,,,,,,28281,,,114539,255,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Typical Sunday,6:28 AM,11:29 PM,,,,56,7082,6034,1048,6034,567,504,63,,,,,,,,,9052,,,37926,58,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Typical Saturday,5:36 AM,11:23 PM,,,,77,10417,9083,1334,9085,870,789,81,,,,,,,,,14754,,,58722,53,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Annual Total,,,118,171,,,5404224,4534746,869478,4502615,444950,399839,45111,0,0,,,,,,,8588447,,,34869094,,,,,,,635
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Typical Weekday,12:00 AM,12:00 PM,,,,324,17635,17635,0,,550,550,0,,,,,,,,,3110,,,86965,261,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Typical Sunday,12:00 AM,12:00 PM,,,,23,959,959,0,,30,30,0,,,,,,,,,150,,,3139,52,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Typical Saturday,12:00 AM,12:00 PM,,,,25,1038,1038,0,,32,32,0,,,,,,,,,168,,,3335,53,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Annual Total,,,324,370,,,4707552,4707552,0,,146880,146880,0,,,,,,,,,828348,,,23037936,,,,,,,
4,0T04,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribal,FB,DO,Annual Total,,,1,,,,,25060,,,,5514,,,,,,,,,,161477,,,,,,,,,,
4,0T04,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribal,MB,DO,Annual Total,,,5,,,,,86397,,,,2927,,,,,,,,,,4160,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,DR,DO,Average Typical Weekday,4:40 AM,11:14 PM,,,,24,2058,1843,215,,172,158,14,,,,,,,,,384,,,2137,255,0,,0,,,
5,5,Everett Transit,Full Reporter,Urban,DR,DO,Average Typical Sunday,6:55 AM,9:35 PM,,,,12,950,841,109,,76,71,5,,,,,,,,,196,,,869,58,0,,0,,,
5,5,Everett Transit,Full Reporter,Urban,DR,DO,Average Typical Saturday,7:00 AM,9:54 PM,,,,10,944,852,92,,73,68,5,,,,,,,,,169,,,892,53,0,,0,,,
5,5,Everett Transit,Full Reporter,Urban,DR,DO,Annual Total,,,24,26,,,630030,563880,66150,,52019,48123,3896,,,,,,,,,118357,104703,0,642464,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,2:00 PM,6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:45 AM,2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Urban,MB,DO,Average Typical Weekday,4:36 AM,11:26 PM,,,,34,4660,4051,609,4053,366,340,26,,,,,,,,,6526,,,24830,255,0,,0,,,
5,5,Everett Transit,Full Reporter,Urban,MB,DO,Average Typical Sunday,6:43 AM,9:47 PM,,,,15,1869,1676,193,1677,140,132,8,,,,,,,,,1877,,,7261,58,0,,0,,,
5,5,Everett Transit,Full Reporter,Urban,MB,DO,Average Typical Saturday,6:48 AM,10:06 PM,,,,20,2361,2030,331,2031,182,171,11,,,,,,,,,3038,,,11546,53,0,,0,,,
5,5,Everett Transit,Full Reporter,Urban,MB,DO,Annual Total,,,34,42,,,1421728,1239254,182474,1238359,111223,103589,7634,0,0,,,,,,,1948785,,,7364883,,,,,,,160
6,6,Yakima Transit,Full Reporter,Urban,CB,PT,Average Weekday - PM Peak,3:00 PM,6:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Urban,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Urban,CB,PT,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Urban,CB,PT,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Urban,CB,PT,Average Typical Weekday,6:00 AM,6:40 PM,,,,2,591,559,32,568,20,19,1,,,,,,,,,95,,,4376,252,,,,,,
6,6,Yakima Transit,Full Reporter,Urban,CB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Urban,CB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Urban,CB,PT,Annual Total,,,2,6,,,149038,140974,8064,143237,5142,4830,312,,,,,,,,,23845,,,1102720,,,,,,,44
6,6,Yakima Transit,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
