ntdid,name,ssw,mode,servicetype,time,Time Service Begins,Time Service Ends,veh_oper,vmt,vmt_rev,Deadhead Miles,Scheduled Vehicle Revenue Miles,Actual Vehicle Hours,Vehicle Revenue Hours,Deadhead Hours,Charter Service Hours,School Bus Hours,Train Cars in Operation,Actual Miles,Revenue Miles,Deadhead Miles,Actual Hours,Revenue Hours,Deadhead Hours,Unlinked Passenger Trips,ADA Trips,Sponsored Service Trips,pmt,Days of Service Operated,Days not operated due to strikes,Strike description,Days not operated due to officially declared emergencies,Emergency description
4057,Jackson Transit Authority,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,Jackson Transit Authority,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,Jackson Transit Authority,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,Jackson Transit Authority,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,Jackson Transit Authority,N,MB,DO,Annual Total,,,,573095,568940,4155,571536,40184,39570,614,,,,,,,,,,600624,,,2965052,358,,,,
4057,Jackson Transit Authority,N,MB,DO,Average Typical Saturday,600,2230,8,1812,1804,8,1808,128,127,1,,,,,,,,,,1632,,,6898,52,,,,
4057,Jackson Transit Authority,N,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,52,,,,
4057,Jackson Transit Authority,N,MB,DO,Average Typical Weekday,600,2230,9,1885,1878,7,1880,132,130,2,,,,,,,,,,2030,,,10261,254,,,,
4057,Jackson Transit Authority,N,MB,DO,Average Weekday - AM Peak,600,,8,,,,,,,,,,,,,,,,,,,,,,,,,
4057,Jackson Transit Authority,N,MB,DO,Average Weekday - Midday,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
4057,Jackson Transit Authority,N,MB,DO,Average Weekday - Other,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4057,Jackson Transit Authority,N,MB,DO,Average Weekday - PM Peak,,2230,8,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,DR,DO,Annual Total,,,,135778,125221,10557,,11995,11129,866,,,,,,,,,,24526,24526,,120596,252,,,,
4058,City of Rome Transit Department,N,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,DR,DO,Average Typical Weekday,535,1735,6,538,498,40,,47,44,3,,,,,,,,,,97,,,480,252,,,,
4058,City of Rome Transit Department,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,MB,DO,Annual Total,,,,479186,454104,25082,466704,30624,29425,1199,,,,,,,,,,1054484,,,4531045,252,,,,
4058,City of Rome Transit Department,N,MB,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,MB,DO,Average Typical Weekday,535,1830,27,1902,1802,100,1852,117,112,5,,,,,,,,,,4184,,,17980,252,,,,
4058,City of Rome Transit Department,N,MB,DO,Average Weekday - AM Peak,535,845,27,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,MB,DO,Average Weekday - Midday,845,1429,5,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,City of Rome Transit Department,N,MB,DO,Average Weekday - PM Peak,1430,1830,27,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,DR,DO,Annual Total,,,,,55942,,,,5760,,,,,,,,,,,9645,,,,,,,,
4060,Hub City Transit,Y,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,DR,DO,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,MB,DO,Annual Total,,,,,175963,,,,10560,,,,,,,,,,,91591,,,,,,,,
4060,Hub City Transit,Y,MB,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,MB,DO,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,MB,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,MB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Hub City Transit,Y,MB,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,DO,Annual Total,,,,809920,645117,164803,,60325,49036,11289,0,0,,,,,,,,124829,7152,0,1411417,356,,,,
4063,Space Coast Area Transit,N,DR,DO,Average Typical Saturday,500,1900,7,736,586,150,,55,44,11,,,,,,,,,,72,,,568,55,,,,
4063,Space Coast Area Transit,N,DR,DO,Average Typical Sunday,730,1745,3,311,248,63,,23,18,5,,,,,,,,,,94,,,1336,52,,,,
4063,Space Coast Area Transit,N,DR,DO,Average Typical Weekday,130,2335,33,3025,2409,616,,226,183,43,,,,,,,,,,428,,,5488,249,,,,
4063,Space Coast Area Transit,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,PT,Annual Total,,,,817169,812089,5080,,39625,39371,254,,,,,,,,,,316162,,,4036904,254,,,,
4063,Space Coast Area Transit,N,DR,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,PT,Average Typical Weekday,500,2000,59,3217,3197,20,,156,155,1,,,,,,,,,,1244,,,15893,254,,,,
4063,Space Coast Area Transit,N,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,MB,DO,Annual Total,,,,1562292,1502312,59980,1488624,84221,81411,2810,,,,,,,,,,2284772,,,13264429,356,,,,
4063,Space Coast Area Transit,N,MB,DO,Average Typical Saturday,550,2335,18,3242,3109,133,3194,178,173,5,,,,,,,,,,3901,,,22665,55,,,,
4063,Space Coast Area Transit,N,MB,DO,Average Typical Sunday,745,1755,3,422,403,19,401,23,22,1,,,,,,,,,,659,,,3829,52,,,,
4063,Space Coast Area Transit,N,MB,DO,Average Typical Weekday,545,2335,24,5469,5262,207,5198,293,283,10,,,,,,,,,,8133,,,47253,249,,,,
4063,Space Coast Area Transit,N,MB,DO,Average Weekday - AM Peak,545,,24,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,MB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,MB,DO,Average Weekday - PM Peak,,2335,24,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,VP,PT,Annual Total,,,,1135993,1135993,0,,23269,23269,0,,,,,,,,,,157455,,,7189342,358,,,,
4063,Space Coast Area Transit,N,VP,PT,Average Typical Saturday,,,2,300,300,0,,6,6,0,,,,,,,,,,26,,,1183,52,,,,
4063,Space Coast Area Transit,N,VP,PT,Average Typical Sunday,,,2,300,300,0,,6,6,0,,,,,,,,,,26,,,1183,52,,,,
4063,Space Coast Area Transit,N,VP,PT,Average Typical Weekday,,,49,4472,4472,0,,91,91,0,,,,,,,,,,619,,,28304,254,,,,
4063,Space Coast Area Transit,N,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Space Coast Area Transit,N,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,DR,PT,Annual Total,,,,,618529,,,,37691,,,,,,,,,,,125453,,0,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,DR,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,DR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,DR,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,MB,PT,Annual Total,,,,,204699,,,,12492,,,,,,,,,,,172991,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,MB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,MB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,MB,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,MB,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,East Alabama Regional Planning and Development Commission,Y,MB,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,Northwest Alabama Council of Local Governments,N,DR,DO,Annual Total,,,,473072,411502,61570,,35565,32357,3208,,,,,,,,,,93481,,0,916114,247,0,,0,
4068,Northwest Alabama Council of Local Governments,N,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,Northwest Alabama Council of Local Governments,N,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,Northwest Alabama Council of Local Governments,N,DR,DO,Average Typical Weekday,700,1700,40,1915,1666,249,,144,131,13,,,,,,,,,,378,,,3709,247,0,,0,
4068,Northwest Alabama Council of Local Governments,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,Northwest Alabama Council of Local Governments,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,Northwest Alabama Council of Local Governments,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,Northwest Alabama Council of Local Governments,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,DR,DO,Annual Total,,,,552048,511631,40417,,35684,33567,2117,,,,,,,,,,89784,81037,,749792,251,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,DR,DO,Average Typical Weekday,530,1800,16,2199,2038,161,,142,134,8,,,,,,,,,,358,,,2963,251,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,MB,DO,Annual Total,,,,580922,568409,12513,576943,39732,39018,714,,,,,,,,,,449482,,,2322380,303,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,MB,DO,Average Typical Saturday,1900,200,1,92,85,7,85,7,7,0,,,,,,,,,,23,,,99,52,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,MB,DO,Average Typical Weekday,500,1900,13,2295,2247,48,2281,157,154,3,,,,,,,,,,1786,,,9232,251,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,MB,DO,Average Weekday - AM Peak,500,,13,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,MB,DO,Average Weekday - Midday,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,"City of Huntsville, Alabama - Public Transportation Division",N,MB,DO,Average Weekday - PM Peak,,1900,13,,,,,,,,,,,,,,,,,,,,,,,,,
4073,Lee-Russell Council of Governments,Y,DR,DO,Annual Total,,,,,511167,,,,31443,,,,,,,,,,,94890,,22228,,,,,,
4073,Lee-Russell Council of Governments,Y,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,Lee-Russell Council of Governments,Y,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,Lee-Russell Council of Governments,Y,DR,DO,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,Lee-Russell Council of Governments,Y,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,Lee-Russell Council of Governments,Y,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,Lee-Russell Council of Governments,Y,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,Lee-Russell Council of Governments,Y,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DR,DO,Annual Total,,,,244204,189213,54991,,13627,10738,2889,,,,,,,,,,29935,5786,24149,250825,248,0,,0,
4074,Pasco County Public Transportation,N,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4074,Pasco County Public Transportation,N,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4074,Pasco County Public Transportation,N,DR,DO,Average Typical Weekday,500,2030,11,985,763,222,,55,43,12,,,,,,,,,,121,,,1011,248,0,,0,
4074,Pasco County Public Transportation,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DT,PT,Annual Total,,,37,442701,442701,0,,27543,27543,0,,,,,,,,,,48791,6051,42740,442701,365,0,,0,
4074,Pasco County Public Transportation,N,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,MB,DO,Annual Total,,,,1387630,1302079,85551,1303220,74571,71244,3327,,,,,,,,,,1003572,,,7726198,300,,,,
4074,Pasco County Public Transportation,N,MB,DO,Average Typical Saturday,550,1928,18,3430,3159,271,3158,191,181,10,,,,,,,,,,2228,,,18047,52,,,,
4074,Pasco County Public Transportation,N,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4074,Pasco County Public Transportation,N,MB,DO,Average Typical Weekday,450,2028,18,4876,4588,288,4593,261,249,12,,,,,,,,,,3580,,,27370,248,,,,
4074,Pasco County Public Transportation,N,MB,DO,Average Weekday - AM Peak,450,900,18,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,MB,DO,Average Weekday - Midday,900,1500,18,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Pasco County Public Transportation,N,MB,DO,Average Weekday - PM Peak,1500,2028,18,,,,,,,,,,,,,,,,,,,,,,,,,
4077,South Florida Regional Transportation Authority,N,CR,PT,Annual Total,,,,3258002,3164457,93545,3148800,115695,102501,13194,,,,1071215,1039439,31776,38310,33956,4354,4201040,,,116122404,363,,,2,
4077,South Florida Regional Transportation Authority,N,CR,PT,Average Typical Saturday,520,2345,5,4452,4378,74,4380,154,142,12,,,15,1484,1459,25,51,47,4,5714,,,176363,52,,,,
4077,South Florida Regional Transportation Authority,N,CR,PT,Average Typical Sunday,520,2345,5,4397,4323,74,4380,152,140,12,,,15,1466,1441,25,51,47,4,4921,,,145011,57,,,1,Tropical Store Issac
4077,South Florida Regional Transportation Authority,N,CR,PT,Average Typical Weekday,400,2335,10,10498,10220,278,10500,376,332,44,,,30,3612,3510,102,131,115,16,14292,,,388219,254,,,1,Tropical Storm Issac
4077,South Florida Regional Transportation Authority,N,CR,PT,Average Weekday - AM Peak,400,1000,10,,3570,,,,,,,,30,,,0,,,0,4961,,,,,,,,
4077,South Florida Regional Transportation Authority,N,CR,PT,Average Weekday - Midday,1000,1500,5,,1890,,,,,,,,15,,,0,,,0,2037,,,,,,,,
4077,South Florida Regional Transportation Authority,N,CR,PT,Average Weekday - Other,,,4,,1680,,,,,,,,12,,,0,,,0,1574,,,,,,,,
4077,South Florida Regional Transportation Authority,N,CR,PT,Average Weekday - PM Peak,1500,2000,10,,3360,,,,,,,,30,,,0,,,0,5720,,,,,,,,
4077,South Florida Regional Transportation Authority,N,MB,PT,Annual Total,,,,877240,731956,145284,733520,67879,57487,10392,,,,,,,,,,921631,,,3617807,363,,,2,
4077,South Florida Regional Transportation Authority,N,MB,PT,Average Typical Saturday,600,2300,4,608,565,43,567,44,41,3,,,,,,,,,,655,,,2232,52,,,,
4077,South Florida Regional Transportation Authority,N,MB,PT,Average Typical Sunday,600,2300,4,704,563,141,565,44,41,3,,,,,,,,,,647,,,2315,57,,,1,Tropical Storm Issac
4077,South Florida Regional Transportation Authority,N,MB,PT,Average Typical Weekday,530,1930,21,3196,2638,558,2645,245,209,36,,,,,,,,,,3349,,,13253,254,,,1,Tropical Storm Issac
4077,South Florida Regional Transportation Authority,N,MB,PT,Average Weekday - AM Peak,600,1000,21,,,,,,,,,,,,,,,,,,,,,,,,,
4077,South Florida Regional Transportation Authority,N,MB,PT,Average Weekday - Midday,1000,1500,7,,,,,,,,,,,,,,,,,,,,,,,,,
4077,South Florida Regional Transportation Authority,N,MB,PT,Average Weekday - Other,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
4077,South Florida Regional Transportation Authority,N,MB,PT,Average Weekday - PM Peak,1500,1900,20,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,CB,PT,Annual Total,,,,1359905,816278,543627,816437,52121,32430,19691,0,0,,,,,,,,558024,,,14464453,307,0,,0,
4078,Cobb County Department of Transportation Authority,N,CB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,52,0,,0,
4078,Cobb County Department of Transportation Authority,N,CB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,CB,PT,Average Typical Weekday,520,1940,38,5333,3201,2132,3202,204,127,77,,,,,,,,,,2188,,,56723,255,0,,0,
4078,Cobb County Department of Transportation Authority,N,CB,PT,Average Weekday - AM Peak,520,945,35,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,CB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,CB,PT,Average Weekday - PM Peak,1257,1940,38,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,DR,PT,Annual Total,,,,514769,454279,60490,,37824,33657,4167,0,0,,,,,,,,58916,58916,0,555517,307,0,,0,
4078,Cobb County Department of Transportation Authority,N,DR,PT,Average Typical Saturday,500,2359,10,921,820,101,,73,66,7,,,,,,,,,,104,,,956,52,0,,0,
4078,Cobb County Department of Transportation Authority,N,DR,PT,Average Typical Sunday,0,0,0,0,0,,,0,0,,,,,,,,,,,0,,,0,0,0,,0,
4078,Cobb County Department of Transportation Authority,N,DR,PT,Average Typical Weekday,500,2359,16,1831,1614,217,,133,119,14,,,,,,,,,,210,,,1984,255,0,,0,
4078,Cobb County Department of Transportation Authority,N,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,MB,PT,Annual Total,,,,1991728,1974009,17719,1974319,146626,125919,20707,0,0,,,,,,,,3070085,,,13348363,307,0,,0,
4078,Cobb County Department of Transportation Authority,N,MB,PT,Average Typical Saturday,500,2347,21,3854,3832,22,3832,242,241,1,,,,,,,,,,5937,,,18815,52,0,,0,
4078,Cobb County Department of Transportation Authority,N,MB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,MB,PT,Average Typical Weekday,500,50,35,7025,6960,65,6961,525,445,80,,,,,,,,,,10829,,,48510,255,0,,0,
4078,Cobb County Department of Transportation Authority,N,MB,PT,Average Weekday - AM Peak,600,900,35,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,MB,PT,Average Weekday - Midday,900,1459,31,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,MB,PT,Average Weekday - Other,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Cobb County Department of Transportation Authority,N,MB,PT,Average Weekday - PM Peak,1500,1800,33,,,,,,,,,,,,,,,,,,,,,,,,,
4080,Kingsport Area Transit System,Y,DR,DO,Annual Total,,,,,86761,,,,10748,,,,,,,,,,,11854,,,,,,,,
4080,Kingsport Area Transit System,Y,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,Kingsport Area Transit System,Y,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,Kingsport Area Transit System,Y,DR,DO,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,Kingsport Area Transit System,Y,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,Kingsport Area Transit System,Y,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,Kingsport Area Transit System,Y,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,Kingsport Area Transit System,Y,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,Kingsport Area Transit System,Y,MB,DO,Annual Total,,,,,213175,,,,15060,,,,,,,,,,,149440,,,,,,,,
