ntdid,name,ssw,mode,servicetype,time,Time Service Begins,Time Service Ends,veh_oper,vmt,vmt_rev,Deadhead Miles,Scheduled Vehicle Revenue Miles,Actual Vehicle Hours,Vehicle Revenue Hours,Deadhead Hours,Charter Service Hours,School Bus Hours,Train Cars in Operation,Actual Miles,Revenue Miles,Deadhead Miles,Actual Hours,Revenue Hours,Deadhead Hours,Unlinked Passenger Trips,ADA Trips,Sponsored Service Trips,pmt,Days of Service Operated,Days not operated due to strikes,Strike description,Days not operated due to officially declared emergencies,Emergency description
3022,Port Authority of Allegheny County,N,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,Port Authority of Allegheny County,N,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,Port Authority of Allegheny County,N,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,Port Authority of Allegheny County,N,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,Port Authority of Allegheny County,N,IP,DO,Annual Total,,,,18251,18251,0,18251,7810,7810,0,,,,18251,18251,0,7810,7810,0,717641,,,83861,365,0,,0,
3022,Port Authority of Allegheny County,N,IP,DO,Average Typical Saturday,530,45,2,44,44,0,44,19,19,0,,,2,44,44,0,19,19,0,2666,,,312,52,0,,0,
3022,Port Authority of Allegheny County,N,IP,DO,Average Typical Sunday,530,45,2,35,35,0,35,15,15,0,,,2,35,35,0,15,15,0,1779,,,208,59,0,,0,
3022,Port Authority of Allegheny County,N,IP,DO,Average Typical Weekday,530,45,2,55,55,0,55,23,23,0,,,2,55,55,0,23,23,0,1866,,,218,254,0,,0,
3022,Port Authority of Allegheny County,N,IP,DO,Average Weekday - AM Peak,530,,2,,,,,,,,,,2,,,0,,,0,,,,,,,,,
3022,Port Authority of Allegheny County,N,IP,DO,Average Weekday - Midday,,,2,,,,,,,,,,2,,,0,,,0,,,,,,,,,
3022,Port Authority of Allegheny County,N,IP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,
3022,Port Authority of Allegheny County,N,IP,DO,Average Weekday - PM Peak,,45,2,,,,,,,,,,2,,,0,,,0,,,,,,,,,
3022,Port Authority of Allegheny County,N,LR,DO,Annual Total,,,,2071435,2019442,51993,2073535,163534,159005,4529,,,,1364398,1312405,51993,107368,102863,4505,8032051,,,33072016,365,0,,0,
3022,Port Authority of Allegheny County,N,LR,DO,Average Typical Saturday,512,116,17,2340,2282,58,2342,196,192,4,,,17,2340,2282,58,196,192,4,9562,,,37918,52,0,,0,
3022,Port Authority of Allegheny County,N,LR,DO,Average Typical Sunday,512,2350,17,1958,1915,43,1962,167,164,3,,,17,1958,1915,43,167,164,3,6440,,,26668,59,0,,0,
3022,Port Authority of Allegheny County,N,LR,DO,Average Typical Weekday,441,103,28,7221,7039,182,7228,565,549,16,,,56,4438,4255,183,344,328,16,28169,,,116248,254,0,,0,
3022,Port Authority of Allegheny County,N,LR,DO,Average Weekday - AM Peak,630,900,28,,1422,,,,,,,,56,,,0,,,0,5690,,,,,,,,
3022,Port Authority of Allegheny County,N,LR,DO,Average Weekday - Midday,900,1530,24,,2316,,,,,,,,24,,,0,,,0,9268,,,,,,,,
3022,Port Authority of Allegheny County,N,LR,DO,Average Weekday - Other,,,24,,2217,,,,,,,,24,,,0,,,0,8873,,,,,,,,
3022,Port Authority of Allegheny County,N,LR,DO,Average Weekday - PM Peak,1530,1759,28,,1084,,,,,,,,56,,,0,,,0,4338,,,,,,,,
3022,Port Authority of Allegheny County,N,MB,DO,Annual Total,,,,24496179,18892164,5604015,18951297,1716346,1452919,263427,0,0,,,,,,,,53088096,,,207301290,365,0,,0,
3022,Port Authority of Allegheny County,N,MB,DO,Average Typical Saturday,330,320,225,39252,31600,7652,31690,2870,2492,378,,,,,,,,,,85989,,,249024,52,0,,0,
3022,Port Authority of Allegheny County,N,MB,DO,Average Typical Sunday,330,320,169,27652,22449,5203,22483,1924,1611,313,,,,,,,,,,52232,,,190856,59,0,,0,
3022,Port Authority of Allegheny County,N,MB,DO,Average Typical Weekday,330,320,549,81983,62695,19288,62901,5723,4836,887,,,,,,,,,,179272,,,720833,254,0,,0,
3022,Port Authority of Allegheny County,N,MB,DO,Average Weekday - AM Peak,630,900,533,,,,,,,,,,,,,,,,,,,,,,,,,
3022,Port Authority of Allegheny County,N,MB,DO,Average Weekday - Midday,900,1530,378,,,,,,,,,,,,,,,,,,,,,,,,,
3022,Port Authority of Allegheny County,N,MB,DO,Average Weekday - Other,,,445,,,,,,,,,,,,,,,,,,,,,,,,,
3022,Port Authority of Allegheny County,N,MB,DO,Average Weekday - PM Peak,1530,1759,549,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Beaver County Transit Authority,N,DR,DO,Annual Total,,,,643080,548795,94285,,34938,31408,3530,0,0,,,,,,,,79657,0,79657,768710,306,,,,
3023,Beaver County Transit Authority,N,DR,DO,Average Typical Saturday,930,1630,4,560,460,100,,29,26,3,,,,,,,,,,69,,,545,52,,,,
3023,Beaver County Transit Authority,N,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
3023,Beaver County Transit Authority,N,DR,DO,Average Typical Weekday,730,2130,15,2408,2066,342,,132,118,14,,,,,,,,,,300,,,2915,254,,,,
3023,Beaver County Transit Authority,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Beaver County Transit Authority,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Beaver County Transit Authority,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Beaver County Transit Authority,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Beaver County Transit Authority,N,MB,DO,Annual Total,,,,1052665,784442,268223,784755,55333,47607,7726,68,0,,,,,,,,927565,,,9637814,306,,,,
3023,Beaver County Transit Authority,N,MB,DO,Average Typical Saturday,600,743,7,1268,1150,118,1152,82,79,3,,,,,,,,,,1376,,,5917,52,,,,
3023,Beaver County Transit Authority,N,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Beaver County Transit Authority,N,MB,DO,Average Typical Weekday,440,2312,19,3848,2850,998,2852,201,171,30,,,,,,,,,,3370,,,36733,254,,,,
3023,Beaver County Transit Authority,N,MB,DO,Average Weekday - AM Peak,600,830,19,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Beaver County Transit Authority,N,MB,DO,Average Weekday - Midday,830,1600,10,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Beaver County Transit Authority,N,MB,DO,Average Weekday - Other,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
3023,Beaver County Transit Authority,N,MB,DO,Average Weekday - PM Peak,1600,1830,19,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,DO,Annual Total,,,,847699,732073,115626,,69690,60345,9345,,,,,,,,,,188492,50661,138131,1139360,254,,,,
3024,Berks Area Reading Transportation Authority,N,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,DO,Average Typical Weekday,700,1700,34,3337,2882,455,,274,238,36,,,,,,,,,,742,,,4480,254,,,,
3024,Berks Area Reading Transportation Authority,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,PT,Annual Total,,,,677894,564008,113886,,40089,33406,6683,,,,,,,,,,70885,16092,54793,427791,306,,,,
3024,Berks Area Reading Transportation Authority,N,DR,PT,Average Typical Saturday,600,2200,20,956,796,160,,57,47,10,,,,,,,,,,100,,,604,52,,,,
3024,Berks Area Reading Transportation Authority,N,DR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,PT,Average Typical Weekday,600,2200,20,2473,2058,415,,146,122,24,,,,,,,,,,259,,,1561,254,,,,
3024,Berks Area Reading Transportation Authority,N,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,MB,DO,Annual Total,,,,1598933,1563451,35482,1615584,134210,131422,2788,,,,,,,,,,3145899,,,8336418,306,,,,
3024,Berks Area Reading Transportation Authority,N,MB,DO,Average Typical Saturday,540,2400,26,3799,3715,84,3803,319,312,7,,,,,,,,,,7474,,,19806,52,,,,
3024,Berks Area Reading Transportation Authority,N,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,MB,DO,Average Typical Weekday,500,2400,44,5517,5395,122,5582,463,453,10,,,,,,,,,,10855,,,28766,254,,,,
3024,Berks Area Reading Transportation Authority,N,MB,DO,Average Weekday - AM Peak,515,900,44,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,MB,DO,Average Weekday - Midday,900,1530,32,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,MB,DO,Average Weekday - Other,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
3024,Berks Area Reading Transportation Authority,N,MB,DO,Average Weekday - PM Peak,1530,1830,42,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,DO,Annual Total,,,,318897,201620,117277,,24003,21389,2614,,,,,,,,,,44758,4672,,183508,127,,,,
3025,County of Lackawanna Transit System,N,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,DO,Average Typical Weekday,600,1800,26,2511,1587,924,,189,168,21,,,,,,,,,,352,,,1445,127,,,,
3025,County of Lackawanna Transit System,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,PT,Annual Total,,,,38524,23885,14639,,3540,2266,1274,,,,,,,,,,4503,4503,,24316,178,,,,
3025,County of Lackawanna Transit System,N,DR,PT,Average Typical Saturday,745,1900,1,103,65,38,,8,4,4,,,,,,,,,,8,,,43,52,,,,
3025,County of Lackawanna Transit System,N,DR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,PT,Average Typical Weekday,530,1900,5,263,163,100,,25,16,9,,,,,,,,,,32,,,175,126,,,,
3025,County of Lackawanna Transit System,N,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,DO,Annual Total,,,,1047906,961405,86501,963582,79524,75199,4325,,,,,,,,,,1157537,,,5045819,305,,,,
3025,County of Lackawanna Transit System,N,MB,DO,Average Typical Saturday,745,1900,26,1939,1829,110,1831,137,133,4,,,,,,,,,,1893,,,8109,52,,,,
3025,County of Lackawanna Transit System,N,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,DO,Average Typical Weekday,530,1900,26,3831,3516,315,3519,288,272,16,,,,,,,,,,4185,,,18282,253,,,,
3025,County of Lackawanna Transit System,N,MB,DO,Average Weekday - AM Peak,530,930,26,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,DO,Average Weekday - PM Peak,1430,1900,26,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,PT,Annual Total,,,,167887,153288,14599,153288,11631,10870,761,,,,,,,,,,54958,,,248129,305,,,,
3025,County of Lackawanna Transit System,N,MB,PT,Average Typical Saturday,900,100,6,549,500,49,500,33,30,3,,,,,,,,,,147,,,946,52,,,,
3025,County of Lackawanna Transit System,N,MB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,PT,Average Typical Weekday,745,100,6,551,503,48,503,40,37,3,,,,,,,,,,187,,,946,253,,,,
3025,County of Lackawanna Transit System,N,MB,PT,Average Weekday - AM Peak,745,1000,3,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,PT,Average Weekday - Midday,1000,1500,3,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,County of Lackawanna Transit System,N,MB,PT,Average Weekday - PM Peak,1500,1800,3,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,DR,DO,Annual Total,,,,1785,1785,0,,91,91,0,0,0,,,,,,,,197,197,0,1785,306,0,,0,
3026,Williamsport Bureau of Transportation,N,DR,DO,Average Typical Saturday,530,2330,1,0,0,,,0,0,,,,,,,,,,,0,,,0,52,0,,0,
3026,Williamsport Bureau of Transportation,N,DR,DO,Average Typical Sunday,0,0,0,0,0,,,0,0,,,,,,,,,,,0,,,0,0,0,,0,
3026,Williamsport Bureau of Transportation,N,DR,DO,Average Typical Weekday,1800,2330,1,7,7,0,,1,1,0,,,,,,,,,,1,,,7,254,0,,0,
3026,Williamsport Bureau of Transportation,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,DR,PT,Annual Total,,,,6226,6226,0,,334,334,0,0,0,,,,,,,,747,747,,6226,254,0,,0,
3026,Williamsport Bureau of Transportation,N,DR,PT,Average Typical Saturday,0,0,0,0,0,,,0,0,,,,,,,,,,,0,,,0,0,0,,0,
3026,Williamsport Bureau of Transportation,N,DR,PT,Average Typical Sunday,0,0,0,0,0,,,0,0,,,,,,,,,,,0,,,0,0,0,,0,
3026,Williamsport Bureau of Transportation,N,DR,PT,Average Typical Weekday,530,1800,2,25,25,0,,2,2,0,,,,,,,,,,3,,,25,254,0,,0,
3026,Williamsport Bureau of Transportation,N,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,MB,DO,Annual Total,,,,855781,822866,32915,822208,56239,54253,1986,434,0,,,,,,,,1357932,,,6730535,306,0,,0,
3026,Williamsport Bureau of Transportation,N,MB,DO,Average Typical Saturday,530,2330,16,2208,2091,117,2106,145,141,4,,,,,,,,,,3227,,,16072,52,0,,0,
3026,Williamsport Bureau of Transportation,N,MB,DO,Average Typical Sunday,0,0,0,0,0,,0,0,0,,,,,,,,,,,0,,,0,0,0,,0,
3026,Williamsport Bureau of Transportation,N,MB,DO,Average Typical Weekday,530,2330,19,2966,2811,155,2806,192,185,7,,,,,,,,,,4685,,,23208,254,0,,0,
3026,Williamsport Bureau of Transportation,N,MB,DO,Average Weekday - AM Peak,530,900,16,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,MB,DO,Average Weekday - Midday,900,1500,19,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,MB,DO,Average Weekday - Other,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3026,Williamsport Bureau of Transportation,N,MB,DO,Average Weekday - PM Peak,1500,1830,18,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,DO,Annual Total,,,,181940,176260,5680,176891,7257,6689,568,,,,,,,,,,41466,,,1990368,255,,,,
3027,York County Transportation Authority,N,CB,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,DO,Average Typical Weekday,430,1945,9,712,691,21,693,28,26,2,,,,,,,,,,163,,,7824,255,,,,
3027,York County Transportation Authority,N,CB,DO,Average Weekday - AM Peak,430,950,9,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,DO,Average Weekday - PM Peak,1430,1945,9,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,PT,Annual Total,,,,257058,249745,7313,249947,9879,9194,685,,,,,,,,,,69053,,,2209696,190,,,,
3027,York County Transportation Authority,N,CB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,PT,Average Typical Weekday,430,1945,7,1353,1314,39,1316,52,48,4,,,,,,,,,,363,,,11616,190,,,,
3027,York County Transportation Authority,N,CB,PT,Average Weekday - AM Peak,430,950,7,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,CB,PT,Average Weekday - PM Peak,1430,1945,7,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,DO,Annual Total,,,,2313294,2029566,283728,,122100,108522,13578,,,,,,,,,,270408,14567,254897,3589195,362,,,,
3027,York County Transportation Authority,N,DR,DO,Average Typical Saturday,400,2215,7,742,686,56,,59,51,8,,,,,,,,,,143,,,1346,52,,,,
3027,York County Transportation Authority,N,DR,DO,Average Typical Sunday,730,2015,1,98,88,10,,10,9,1,,,,,,,,,,31,,,195,52,,,,
3027,York County Transportation Authority,N,DR,DO,Average Typical Weekday,400,2345,59,8797,7710,1087,,459,409,50,,,,,,,,,,1013,,,13557,258,,,,
3027,York County Transportation Authority,N,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,PT,Annual Total,,,,273458,228687,44771,,20289,18555,1734,,,,,,,,,,14641,,,188065,254,,,,
3027,York County Transportation Authority,N,DR,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,PT,Average Typical Weekday,400,2100,25,1077,900,177,,80,73,7,,,,,,,,,,57,,,740,254,,,,
3027,York County Transportation Authority,N,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DT,PT,Annual Total,,,7,45984,45984,0,,2202,2202,0,,,,,,,,,,12790,,12790,114598,254,,,,
3027,York County Transportation Authority,N,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,MB,DO,Annual Total,,,,1359468,1295207,64261,1295264,114668,109192,5476,,,,,,,,,,1607521,,,5529872,362,,,,
3027,York County Transportation Authority,N,MB,DO,Average Typical Saturday,715,2215,17,2440,2323,117,2323,252,236,16,,,,,,,,,,2850,,,9804,52,,,,
3027,York County Transportation Authority,N,MB,DO,Average Typical Sunday,920,2015,17,1603,1526,77,1526,151,141,10,,,,,,,,,,1456,,,5009,52,,,,
3027,York County Transportation Authority,N,MB,DO,Average Typical Weekday,515,2345,36,4365,4155,210,4244,367,345,22,,,,,,,,,,5362,,,18445,258,,,,
3027,York County Transportation Authority,N,MB,DO,Average Weekday - AM Peak,530,915,36,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,MB,DO,Average Weekday - Midday,915,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,MB,DO,Average Weekday - Other,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
3027,York County Transportation Authority,N,MB,DO,Average Weekday - PM Peak,1415,1830,36,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DR,PT,Annual Total,,,,20257682,17364392,2893290,,1949895,1718129,231766,,,,,,,,,,1930671,1930671,0,14627679,362,,,3,
3030,Washington Metropolitan Area Transit Authority,N,DR,PT,Average Typical Saturday,500,300,226,25431,21316,4115,,2374,2032,342,,,,,,,,,,2289,,,15348,52,,,,
3030,Washington Metropolitan Area Transit Authority,N,DR,PT,Average Typical Sunday,700,2400,202,27290,23380,3910,,2599,2285,314,,,,,,,,,,2537,,,13911,53,,,,
3030,Washington Metropolitan Area Transit Authority,N,DR,PT,Average Typical Weekday,500,2400,510,67265,57757,9508,,6495,5736,759,,,,,,,,,,6526,,,50355,257,,,3,"10/29/12 & 10/30/12 Hurricane Sandy
3/6/13 ""Snowquester"" forecast major snowstorm
"
3030,Washington Metropolitan Area Transit Authority,N,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DT,PT,Annual Total,,,294,1548314,1548314,0,,66037,66037,0,,,,,,,,,,102628,102628,0,1548314,362,0,,3,"10/29/12 & 10/30/12 Hurricane Sandy
3/06/13 ""Snowquester""- Forecast major snow storm"
3030,Washington Metropolitan Area Transit Authority,N,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,Washington Metropolitan Area Transit Authority,N,HR,DO,Annual Total,,,,78076426,75884600,2191826,75503481,3258163,3094597,163566,,,,12315730,11971325,344405,513941,488194,25747,273828461,,,1552619378,363,,,2,
3030,Washington Metropolitan Area Transit Authority,N,HR,DO,Average Typical Saturday,558,402,68,150797,147308,3489,147325,6384,6175,209,,,408,25133,24551,582,1064,1029,35,432305,,,2351373,56,,,,
3030,Washington Metropolitan Area Transit Authority,N,HR,DO,Average Typical Sunday,553,102,57,118707,115628,3079,115642,5107,4919,188,,,342,19785,19271,514,851,820,31,283786,,,1517303,59,,,,
