ntdid,Legacy NTD ID,name,reporter,Form Module Type,mode,servicetype,time,Time Service Begins,Time Service Ends,veh_oper,veh_avai,Vehicles/ Passenger Cars in Operation,vmt,vmt_rev,Actual Vehicles/ Passenger Deadhead Miles,Scheduled Actual Vehicles/ Passenger Car Revenue Miles,Actual Vehicles/ Passenger Car Hours,Actual Vehicles/ Passenger Car Revenue Hours,Actual Vehicles/ Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Trains in Operation,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,pmt,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic, DRM Mixed Traffic ROW 
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,0:00:00,0:00:00,,,,25972,21542,4430,,2030,1766,264,,,,,,,,,,2961,,,33027,261,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,0:00:00,0:00:00,,,,12996,10641,2355,,915,792,123,,,,,,,,,,1281,,,14678,52,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,0:00:00,0:00:00,,,,12589,10189,2400,,879,755,124,,,,,,,,,,1215,,,13441,52,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DR,PT,Annual Total,,,321,327,,8109136,6705640,1403496,,623109,541381,81728,,,,,,,,,,902627,902627,,10082121,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,DT,PT,Annual Total,,,45,45,,,1257248,,,,43515,,,,,,,,,,,110020,85961,,1452968,365,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,0:00:00,23:59:00,,,,124986,97752,27234,98297,9656,8404,1252,,,,,,,,,,324503,,,1656944,255,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,0:00:00,23:59:00,,,,71415,63142,8273,58359,6375,5944,431,,,,,,,,,,201510,,,780106,52,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,0:00:00,23:59:00,,,,57003,51279,5724,46509,5043,4755,288,,,,,,,,,,141659,,,567296,58,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,DO,Annual Total,,,871,1313,,39444808,31651853,7792955,30797960,3106165,2727991,378174,,,,,,,,,,101362881,,,496404999,,,,,,,1152
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,15:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,PT,Average Typical Weekday,4:45:00,21:45:00,,,,4772,3846,926,3854,314,277,37,,,,,,,,,,3232,,,13469,255,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,PT,Average Typical Saturday,8:20:00,21:02:00,,,,1561,1288,273,1288,122,111,11,,,,,,,,,,1615,,,5465,52,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,PT,Average Typical Sunday,9:13:00,19:26:00,,,,495,356,139,356,34,29,5,,,,,,,,,,552,,,1470,58,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,MB,PT,Annual Total,,,30,58,,1326685,1068355,258330,1070458,88499,78165,10334,,,,,,,,,,940099,,,3804029,,,,,,,234
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,SR,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,2,,,,,,,,,,2,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,SR,DO,Average Weekday - Midday,9:00:00,14:18:00,,,2,,,,,,,,,,2,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,SR,DO,Average Weekday - PM Peak,14:18:00,18:15:00,,,3,,,,,,,,,,3,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,SR,DO,Average Weekday - Other,,,,,2,,,,,,,,,,2,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,SR,DO,Average Typical Weekday,5:35:00,22:00:00,,,3,175,174,1,195,37,36,1,,,3,175,174,1,37,36,1,2082,,,1682,255,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,SR,DO,Average Typical Saturday,5:35:00,23:32:00,,,2,191,190,1,191,36,35,1,,,2,191,190,1,36,35,1,1033,,,1082,52,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,SR,DO,Average Typical Sunday,9:35:00,19:32:00,,,2,104,103,1,105,20,19,1,,,2,104,103,1,20,19,1,673,,,672,56,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,SR,DO,Annual Total,,,3,4,,60336,59960,376,65496,12306,12130,176,,,,60336,59960,376,12306,12130,176,622219,,,522888,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,TB,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,TB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,TB,DO,Average Weekday - PM Peak,15:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,TB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,TB,DO,Average Typical Weekday,0:00:00,23:59:00,,,,11015,10499,516,10811,1638,1573,65,,,,,,,,,,72485,,,129567,255,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,TB,DO,Average Typical Saturday,0:00:00,23:59:00,,,,402,391,11,8781,53,52,1,,,,,,,,,,241,,,362,52,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,TB,DO,Average Typical Sunday,0:00:00,23:59:00,,,,849,827,22,6850,109,107,2,,,,,,,,,,4929,,,10468,58,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,TB,DO,Annual Total,,,129,241,,2952113,2827567,124546,3610740,426669,410032,16637,,,,,,,,,,18769283,,,33642737,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,VP,DO,Average Typical Weekday,0:00:00,0:00:00,,,,56815,56815,0,,1982,1982,0,,,,,,,,,,13771,,,281211,255,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,VP,DO,Average Typical Saturday,0:00:00,0:00:00,,,,1978,1978,0,,69,69,0,,,,,,,,,,479,,,9790,52,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,VP,DO,Average Typical Sunday,0:00:00,0:00:00,,,,1773,1773,0,,62,62,0,,,,,,,,,,430,,,8777,58,,,,,,
1,1,King County Department of Transportation - Metro Transit Division,Full Reporter,Full Reporter,VP,DO,Annual Total,,,1476,1621,,14693548,14693548,0,,512680,512680,0,,,,,,,,,,3561397,,,72726967,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,DO,Average Typical Weekday,6:20:00,17:20:00,,,,5093,4664,429,,338,314,24,,,,,,,,,,912,,,7395,255,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,DO,Average Typical Sunday,,,,,,0,,0,,0,0,0,,,,,,,,,,0,,,0,0,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,DO,Annual Total,,,55,62,,1296036,1189206,106830,,85970,80123,5847,,,,,,,,,,232508,232508,,1885648,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,5:05:00,23:55:00,,,,4465,3764,701,,261,233,28,,,,,,,,,,682,,,6674,255,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,5:30:00,22:25:00,,,,3578,3149,429,,226,209,17,,,,,,,,,,525,,,4102,51,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,7:20:00,20:35:00,,,,3559,3097,462,,210,192,18,,,,,,,,,,514,,,4285,59,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,DR,PT,Annual Total,,,48,55,,1511132,1303096,208036,,90504,81267,9237,,,,,,,,,,230955,230955,,2163775,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,4:30:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:00:00,17:59:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,4:30:00,0:40:00,,,,20158,18598,1560,18608,1407,1333,74,,,,,,,,,,37069,,,160508,255,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,4:50:00,0:40:00,,,,8828,8118,710,8118,659,630,29,,,,,,,,,,15726,,,62275,51,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,6:50:00,20:30:00,,,,5999,5321,678,5321,429,407,22,,,,,,,,,,8726,,,33944,59,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,MB,DO,Annual Total,,,110,134,,5944531,5480629,463902,5473046,417631,395972,21659,0,0,,,,,,,,10815736,,,46108464,,,,,,,645
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,VP,DO,Average Typical Weekday,6:00:00,19:00:00,,,,4226,4226,0,,127,127,0,,,,,,,,,,843,,,20460,255,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,VP,DO,Average Typical Saturday,7:00:00,18:00:00,,,,385,385,0,,12,12,0,,,,,,,,,,47,,,1033,51,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,VP,DO,Average Typical Sunday,8:00:00,17:00:00,,,,286,286,0,,9,9,0,,,,,,,,,,36,,,781,59,,,,,,
2,2,Spokane Transit Authority,Full Reporter,Full Reporter,VP,DO,Annual Total,,,98,118,,1114100,1114100,0,,33434,33434,0,,,,,,,,,,219578,,,5316121,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,DO,Average Typical Weekday,5:30:00,18:00:00,,,,2688,2390,298,,199,181,18,,,,,,,,,,442,,,3118,256,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,DO,Annual Total,,,30,33,,688348,612036,76312,,51043,46407,4636,0,0,,,,,,,,113364,113364,0,798190,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,4:15:00,12:00:00,,,,6369,5554,815,,434,386,48,,,,,,,,,,811,,,6370,256,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,5:45:00,23:30:00,,,,3433,2964,469,,238,213,25,,,,,,,,,,456,,,2986,52,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,6:45:00,22:30:00,,,,3080,2599,481,,211,184,27,,,,,,,,,,415,,,2811,57,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,DR,PT,Annual Total,,,58,64,,1984747,1724342,260405,,135727,120544,15183,0,0,,,,,,,,255047,255047,,1946277,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,14:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,14:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,3:57:00,0:08:00,,,,16870,14084,2786,14090,1396,1251,145,,,,,,,,,,30132,,,125950,255,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,5:35:00,23:22:00,,,,10118,8866,1252,8868,839,763,76,,,,,,,,,,15415,,,63664,52,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,6:28:00,22:29:00,,,,6921,5886,1035,5887,555,496,59,,,,,,,,,,9345,,,40742,58,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,MB,DO,Annual Total,,,116,161,,5247115,4411207,835908,4386358,432755,388736,44019,2185,,,,,,,,,9104337,,,38153460,,,,,,,652
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,VP,DO,Average Typical Weekday,0:00:00,12:00:00,,,,17212,17212,0,,538,538,0,,,,,,,,,,3201,,,88571,261,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,VP,DO,Average Typical Saturday,0:00:00,12:00:00,,,,891,891,0,,28,28,0,,,,,,,,,,139,,,2690,52,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,VP,DO,Average Typical Sunday,0:00:00,12:00:00,,,,800,800,0,,25,25,0,,,,,,,,,,122,,,2470,52,,,,,,
3,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Full Reporter,VP,DO,Annual Total,,,303,366,,4580152,4580152,0,,143234,143234,0,0,0,,,,,,,,849159,,,23385233,,,,,,,
4,0T04,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Annual Total,,,1,,,,17422,,,,5760,,,,,,,,,,,151732,,,,,,,,,,
4,0T04,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Annual Total,,,2,,,,100736,,,,3164,,,,,,,,,,,4707,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,DR,DO,Average Typical Weekday,4:40:00,23:25:00,,,,2036,1844,192,,169,157,12,,,,,,,,,,395,,,2190,255,0,,0,,,
5,5,Everett Transit,Full Reporter,Full Reporter,DR,DO,Average Typical Saturday,7:00:00,21:46:00,,,,976,881,95,,75,70,5,,,,,,,,,,182,,,900,51,0,,0,,,
5,5,Everett Transit,Full Reporter,Full Reporter,DR,DO,Average Typical Sunday,6:55:00,21:41:00,,,,831,733,98,,67,62,5,,,,,,,,,,191,,,850,58,0,,0,,,
5,5,Everett Transit,Full Reporter,Full Reporter,DR,DO,Annual Total,,,22,28,,617096,557712,59384,,50871,47312,3559,0,0,,,,,,,,121165,106640,0,653567,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,6:00:00,9:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:45:00,14:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,14:00:00,18:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
5,5,Everett Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,4:36:00,23:37:00,,,,4495,3934,561,3935,357,332,25,,,,,,,,,,6502,,,26009,255,0,,0,,,
5,5,Everett Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,6:49:00,22:00:00,,,,2213,1942,271,1942,172,159,13,,,,,,,,,,2981,,,11955,51,0,,0,,,
5,5,Everett Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,6:44:00,21:49:00,,,,1776,1626,150,1627,133,127,6,,,,,,,,,,2078,,,8125,58,0,,0,,,
5,5,Everett Transit,Full Reporter,Full Reporter,MB,DO,Annual Total,,,34,47,,1362140,1197830,164310,1196721,107538,100405,7133,0,0,,,,,,,,1944871,,,7760035,,,,,,,160
6,6,Yakima Transit,Full Reporter,Full Reporter,CB,PT,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,CB,PT,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,CB,PT,Average Weekday - PM Peak,15:00:00,18:40:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,CB,PT,Average Typical Weekday,6:00:00,18:40:00,,,,591,573,18,576,20,19,1,,,,,,,,,,113,,,4317,251,0,,1,Snow and Ice,,
