ntdid,Legacy NTD ID,name,reporter,Form Module Type,mode,servicetype,time,Time Service Begins,Time Service Ends,veh_oper,veh_avai,Vehicles/ Passenger Cars in Operation,vmt,vmt_rev,Actual Vehicles/ Passenger Deadhead Miles,Scheduled Actual Vehicles/ Passenger Car Revenue Miles,Actual Vehicles/ Passenger Car Hours,Actual Vehicles/ Passenger Car Revenue Hours,Actual Vehicles/ Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Trains in Operation,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,pmt,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic, DRM Mixed Traffic ROW 
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,0:30:00,0:29:00,,,,2881,2465,416,,184,167,17,,,,,,,,,,242,,,2662,59,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DR,PT,Annual Total,,,82,92,,2746018,2393164,352854,,194274,174733,19541,0,0,,,,,,,,276391,267934,0,2523450,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DT,PT,Annual Total,,,10,10,,,496992,,,,21517,,,,,,,,,,,52647,52647,,681252,365,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,5:15:00,9:15:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:15:00,15:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:45:00,18:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,0:30:00,0:29:00,,,,18044,12975,5069,12988,1322,1096,226,,,,,,,,,,34073,,,126070,255,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,0:30:00,0:29:00,,,,8534,6753,1781,6756,625,548,77,,,,,,,,,,17498,,,68242,51,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,0:30:00,0:29:00,,,,7695,6039,1656,6041,562,492,70,,,,,,,,,,13627,,,49057,59,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,DO,Annual Total,,,192,238,,5501647,4016979,1484668,4020577,402951,337070,65881,0,0,,,,,,,,10368158,,,38522555,,,,,,,424
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,5:15:00,9:15:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,9:15:00,13:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,13:45:00,18:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,PT,Average Typical Weekday,0:30:00,0:29:00,,,,11613,8287,3326,8100,672,540,132,,,,,,,,,,10118,,,70826,255,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,PT,Average Typical Saturday,0:30:00,0:29:00,,,,7239,4803,2436,4762,357,300,57,,,,,,,,,,5395,,,36147,51,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,PT,Average Typical Sunday,0:30:00,0:29:00,,,,5820,4213,1607,4257,317,266,51,,,,,,,,,,4153,,,29071,59,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,PT,Annual Total,,,79,96,,3672313,2605402,1066911,2558285,208270,168754,39516,0,0,,,,,,,,3099008,,,21519316,,,,,,,361
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,DT,PT,Annual Total,,,36,36,,,269597,,,,15677,,,,,,,,,,,58188,25393,32795,373587,365,0,,0,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,5:30:00,9:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:30:00,15:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:30:00,18:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,4:30:00,23:15:00,,,,6585,6408,177,6413,439,424,15,,,,,,,,,,13659,,,59554,253,0,,0,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,5:30:00,22:30:00,,,,4049,3926,123,3928,247,245,2,,,,,,,,,,6643,,,31087,54,0,,0,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,5:25:00,21:20:00,,,,2147,2073,74,2073,128,126,2,,,,,,,,,,3922,,,18001,55,0,,0,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,MB,DO,Annual Total,,,48,56,,2002736,1947222,55514,1948590,131488,127552,3936,0,0,,,,,,,,4030160,,,17735892,,,,,,,197
90011,9T11,Reno-Sparks Indian Colony,Reduced Reporter,Tribe,DR,DO,Annual Total,,,1,,,,30312,,,,1010,,,,,,,,,,,2953,,0,,,,,,,,
90011,9T11,Reno-Sparks Indian Colony,Reduced Reporter,Tribe,MB,DO,Annual Total,,,2,,,,82264,,,,3290,,,,,,,,,,,10291,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,CB,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,CB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,CB,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,CB,PT,Average Typical Weekday,3:24:00,20:00:00,,,,3231,2316,915,2316,90,64,26,,,,,,,,,,816,,,37536,255,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,CB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,CB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,CB,PT,Annual Total,,,14,18,,823936,590655,233281,590690,23002,16249,6753,0,0,,,,,,,,207989,,,9567494,,,,,,,1339
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,5:00:00,17:30:00,,,,87,35,52,,3,1,2,,,,,,,,,,3,,,54,256,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,7:15:00,17:00:00,,,,55,17,38,,1,0,1,,,,,,,,,,1,,,13,4,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,7:15:00,17:00:00,,,,97,56,41,,4,3,1,,,,,,,,,,4,,,56,10,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DR,PT,Annual Total,,,2,4,,23668,9750,13918,,735,367,368,,,,,,,,,,918,918,,14458,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DT,PT,Annual Total,,,18,18,,,309218,,,,14650,,,,,,,,,,,50605,45647,,346649,361,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,5:25:00,21:55:00,,,,5273,4791,482,4799,444,411,33,,,,,,,,,,13139,,,43125,253,0,,0,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,8:00:00,19:04:00,,,,1326,1255,71,1256,117,112,5,,,,,,,,,,4021,,,12783,52,0,,0,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,8:00:00,19:04:00,,,,1323,1257,66,1257,117,112,5,,,,,,,,,,3136,,,9373,54,0,,0,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,DO,Annual Total,,,47,64,,1474626,1345214,129412,1347198,124779,115812,8967,0,0,,,,,,,,3702574,,,12081404,,,,,,,451
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,PT,Average Typical Weekday,5:00:00,22:07:00,,,,3122,2547,575,2463,193,169,24,,,,,,,,,,1615,,,6784,258,0,,0,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,PT,Average Typical Saturday,8:40:00,17:13:00,,,,654,625,29,612,32,30,2,,,,,,,,,,255,,,1273,52,0,,0,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,PT,Average Typical Sunday,8:40:00,17:43:00,,,,670,641,29,613,33,31,2,,,,,,,,,,202,,,1089,54,0,,0,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,PT,Annual Total,,,21,34,,875550,724286,151264,700433,53310,46881,6429,0,0,,,,,,,,440879,,,1875342,,,,,,,340
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,5:00:00,2:00:00,,,,23427,20570,2857,,1160,976,184,,,,,,,,,,2579,,,23878,255,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,5:00:00,2:00:00,,,,7426,6408,1018,,370,302,68,,,,,,,,,,571,,,6304,52,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,5:00:00,2:00:00,,,,6903,5938,965,,344,278,66,,,,,,,,,,521,,,5938,58,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,Annual Total,,,225,242,,6760442,5922864,837578,,335035,280707,54328,0,0,,,,,,,,720587,717675,0,6761208,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,LR,DO,Average Weekday - AM Peak,5:00:00,9:00:00,,,59,,,,,,,,,,29,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,LR,DO,Average Weekday - Midday,9:00:00,15:00:00,,,38,,,,,,,,,,20,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,LR,DO,Average Weekday - PM Peak,15:00:00,19:00:00,,,56,,,,,,,,,,29,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,LR,DO,Average Weekday - Other,,,,,28,,,,,,,,,,18,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,LR,DO,Average Typical Weekday,4:30:00,0:00:00,,,59,12485,11513,972,12490,787,720,67,,,29,6513,6029,484,447,412,35,34929,,,189091,255,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,LR,DO,Average Typical Saturday,4:30:00,0:00:00,,,19,5562,5133,429,5564,362,334,28,,,19,5177,4876,301,353,326,27,23678,,,124526,52,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,LR,DO,Average Typical Sunday,4:30:00,0:00:00,,,19,5855,5450,405,5857,392,358,34,,,19,5192,5003,189,353,327,26,20741,,,114146,58,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,LR,DO,Annual Total,,,59,99,,3812580,3519186,293394,3814106,242378,221778,20600,,,,2231184,2081092,150092,152760,140784,11976,11341207,,,61313970,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,5:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,4:30:00,22:30:00,,,,59605,48962,10643,49139,4613,4192,421,,,,,,,,,,106215,,,568900,255,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,5:00:00,22:30:00,,,,30913,27016,3897,27114,2477,2302,175,,,,,,,,,,56236,,,299979,52,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,5:00:00,10:00:00,,,,26939,23395,3544,23480,2022,1859,163,,,,,,,,,,45082,,,245602,58,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,DO,Annual Total,,,384,495,,18369158,15248535,3120623,15302175,1422415,1302233,120182,,,,,,,,,,32623832,,,174913289,,,,,,,1052
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,6:15:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,15:00:00,18:55:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,Average Typical Weekday,6:15:00,18:55:00,,,,925,762,163,762,75,69,6,,,,,,,,,,1655,,,6211,252,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,Average Typical Saturday,,,,,,0,,0,0,0,0,0,,,,,,,,,,0,,,0,0,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,Average Typical Sunday,,,,,,0,,0,0,0,0,0,,,,,,,,,,0,,,0,0,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,Annual Total,,,11,12,,233125,192100,41025,192100,18988,17325,1663,,,,,,,,,,417040,,,1565271,,,,,,,59
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,15:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,0:00:00,22:44:00,,,,11074,6045,5029,6272,555,346,209,,,,,,,,,,9460,,,133750,255,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,CB,DO,Annual Total,,,104,125,,2801678,1529419,1272259,1586822,140308,87542,52766,,,,,,,,,,2393313,,,33838700,,,,,,,71
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,3:30:00,1:00:00,,,,26034,21437,4597,,1588,1367,221,,,,,,,,,,2451,,,25512,261,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,4:30:00,12:00:00,,,,11363,9502,1861,,673,588,85,,,,,,,,,,888,,,7811,52,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,6:15:00,12:00:00,,,,9999,8363,1636,,575,503,72,,,,,,,,,,797,,,7494,52,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,DR,PT,Annual Total,,,187,219,,7905602,6524042,1381560,,479201,413534,65667,,,,,,,,,,727651,727651,,7466834,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,0:00:00,22:44:00,,,,59780,51809,7971,52798,5299,4921,378,,,,,,,,,,168683,,,563726,253,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,0:00:00,22:44:00,,,,37282,33785,3497,34430,3282,3116,166,,,,,,,,,,100688,,,340246,52,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,0:00:00,22:44:00,,,,36970,33594,3376,34236,3013,2862,151,,,,,,,,,,78021,,,280025,60,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,DO,Annual Total,,,362,460,,19281252,16880097,2401155,17202538,1701781,1587939,113842,,,,,,,,,,52593819,,,177116978,,,,,,,1112
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,5:22:00,9:49:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,9:49:00,13:35:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,13:35:00,20:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
