id,UACE,areaname,state,statename,pop,UANAME,CBSA,metro_name,district_count,avg_enroll
107,62677,"New Orleans, LA",LA,Louisiana,899703,"New Orleans, LA Urbanized Area",26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2,16491
107,62677,"New Orleans, LA",LA,Louisiana,899703,"New Orleans, LA Urbanized Area",35380,"New Orleans-Metairie-Kenner, LA Metro Area",9,13966
108,63217,"New York--Newark, NY--NJ--CT",NJ,New Jersey,6159466,"New York--Newark, NY--NJ--CT Urbanized Area",10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",46,2525
109,63217,"New York--Newark, NY--NJ--CT",NY,New York,12191715,"New York--Newark, NY--NJ--CT Urbanized Area",10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",24,5976
108,63217,"New York--Newark, NY--NJ--CT",NJ,New Jersey,6159466,"New York--Newark, NY--NJ--CT Urbanized Area",14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",24,5976
109,63217,"New York--Newark, NY--NJ--CT",NY,New York,12191715,"New York--Newark, NY--NJ--CT Urbanized Area",14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",24,5976
108,63217,"New York--Newark, NY--NJ--CT",NJ,New Jersey,6159466,"New York--Newark, NY--NJ--CT Urbanized Area",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",600,2944
109,63217,"New York--Newark, NY--NJ--CT",NY,New York,12191715,"New York--Newark, NY--NJ--CT Urbanized Area",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",600,2944
108,63217,"New York--Newark, NY--NJ--CT",NJ,New Jersey,6159466,"New York--Newark, NY--NJ--CT Urbanized Area",39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",46,2525
109,63217,"New York--Newark, NY--NJ--CT",NY,New York,12191715,"New York--Newark, NY--NJ--CT Urbanized Area",39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",46,2525
108,63217,"New York--Newark, NY--NJ--CT",NJ,New Jersey,6159466,"New York--Newark, NY--NJ--CT Urbanized Area",45940,"Trenton-Ewing, NJ Metro Area",11,5075
109,63217,"New York--Newark, NY--NJ--CT",NY,New York,12191715,"New York--Newark, NY--NJ--CT Urbanized Area",45940,"Trenton-Ewing, NJ Metro Area",11,5075
110,64945,"Ogden--Layton, UT",UT,Utah,546026,"Ogden--Layton, UT Urbanized Area",14940,"Brigham City, UT Micro Area",,
110,64945,"Ogden--Layton, UT",UT,Utah,546026,"Ogden--Layton, UT Urbanized Area",36260,"Ogden-Clearfield, UT Metro Area",5,25662
111,65080,"Oklahoma City, OK",OK,Oklahoma,861505,"Oklahoma City, OK Urbanized Area",36420,"Oklahoma City, OK Metro Area",62,3516
112,65269,"Omaha, NE--IA",NE,Nebraska,656462,"Omaha, NE--IA Urbanized Area",36540,"Omaha-Council Bluffs, NE-IA Metro Area",40,3779
113,65863,"Orlando, FL",FL,Florida,1510516,"Orlando, FL Urbanized Area",36740,"Orlando-Kissimmee-Sanford, FL Metro Area",4,87985
114,66673,"Oxnard, CA",CA,California,367260,"Oxnard, CA Urbanized Area",37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",21,7312
115,67105,"Palm Bay--Melbourne, FL",FL,Florida,452791,"Palm Bay--Melbourne, FL Urbanized Area",37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,71232
116,67134,"Palm Coast--Daytona Beach--Port Orange, FL",FL,Florida,349064,"Palm Coast--Daytona Beach--Port Orange, FL Urbanized Area",19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2,36996
116,67134,"Palm Coast--Daytona Beach--Port Orange, FL",FL,Florida,349064,"Palm Coast--Daytona Beach--Port Orange, FL Urbanized Area",37380,"Palm Coast, FL Metro Area",,
117,68482,"Pensacola, FL--AL",FL,Florida,333801,"Pensacola, FL--AL Urbanized Area",19300,"Daphne-Fairhope-Foley, AL Micro Area",1,30247
117,68482,"Pensacola, FL--AL",FL,Florida,333801,"Pensacola, FL--AL Urbanized Area",37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",2,33323
118,68509,"Peoria, IL",IL,Illinois,266921,"Peoria, IL Urbanized Area",37900,"Peoria, IL Metro Area",49,1221
119,69076,"Philadelphia, PA--NJ--DE--MD",DE,Delaware,481625,"Philadelphia, PA--NJ--DE--MD Urbanized Area",12100,"Atlantic City-Hammonton, NJ Metro Area",25,1888
120,69076,"Philadelphia, PA--NJ--DE--MD",NJ,New Jersey,1150865,"Philadelphia, PA--NJ--DE--MD Urbanized Area",12100,"Atlantic City-Hammonton, NJ Metro Area",25,1888
121,69076,"Philadelphia, PA--NJ--DE--MD",PA,Pennsylvania,3760387,"Philadelphia, PA--NJ--DE--MD Urbanized Area",12100,"Atlantic City-Hammonton, NJ Metro Area",25,1888
119,69076,"Philadelphia, PA--NJ--DE--MD",DE,Delaware,481625,"Philadelphia, PA--NJ--DE--MD Urbanized Area",29540,"Lancaster, PA Metro Area",16,4193
120,69076,"Philadelphia, PA--NJ--DE--MD",NJ,New Jersey,1150865,"Philadelphia, PA--NJ--DE--MD Urbanized Area",29540,"Lancaster, PA Metro Area",16,4193
121,69076,"Philadelphia, PA--NJ--DE--MD",PA,Pennsylvania,3760387,"Philadelphia, PA--NJ--DE--MD Urbanized Area",29540,"Lancaster, PA Metro Area",16,4193
119,69076,"Philadelphia, PA--NJ--DE--MD",DE,Delaware,481625,"Philadelphia, PA--NJ--DE--MD Urbanized Area",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",600,2944
120,69076,"Philadelphia, PA--NJ--DE--MD",NJ,New Jersey,1150865,"Philadelphia, PA--NJ--DE--MD Urbanized Area",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",600,2944
121,69076,"Philadelphia, PA--NJ--DE--MD",PA,Pennsylvania,3760387,"Philadelphia, PA--NJ--DE--MD Urbanized Area",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",600,2944
119,69076,"Philadelphia, PA--NJ--DE--MD",DE,Delaware,481625,"Philadelphia, PA--NJ--DE--MD Urbanized Area",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",196,4009
120,69076,"Philadelphia, PA--NJ--DE--MD",NJ,New Jersey,1150865,"Philadelphia, PA--NJ--DE--MD Urbanized Area",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",196,4009
121,69076,"Philadelphia, PA--NJ--DE--MD",PA,Pennsylvania,3760387,"Philadelphia, PA--NJ--DE--MD Urbanized Area",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",196,4009
122,69184,"Phoenix--Mesa, AZ",AZ,Arizona,3629114,"Phoenix--Mesa, AZ Urbanized Area",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",,
123,69697,"Pittsburgh, PA",PA,Pennsylvania,1733853,"Pittsburgh, PA Urbanized Area",38300,"Pittsburgh, PA Metro Area",105,2773
124,71263,"Portland, ME",ME,Maine,203914,"Portland, ME Urbanized Area",38860,"Portland-South Portland-Biddeford, ME Metro Area",30,2351
125,71317,"Portland, OR--WA",OR,Oregon,1490336,"Portland, OR--WA Urbanized Area",38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",52,6584
126,71317,"Portland, OR--WA",WA,Washington,359562,"Portland, OR--WA Urbanized Area",38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",52,6584
125,71317,"Portland, OR--WA",OR,Oregon,1490336,"Portland, OR--WA Urbanized Area",41420,"Salem, OR Metro Area",14,4765
126,71317,"Portland, OR--WA",WA,Washington,359562,"Portland, OR--WA Urbanized Area",41420,"Salem, OR Metro Area",14,4765
127,71479,"Port St. Lucie, FL",FL,Florida,376047,"Port St. Lucie, FL Urbanized Area",38940,"Port St. Lucie, FL Metro Area",2,29135
128,71803,"Poughkeepsie--Newburgh, NY--NJ",NY,New York,412338,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",28740,"Kingston, NY Metro Area",10,2612
128,71803,"Poughkeepsie--Newburgh, NY--NJ",NY,New York,412338,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",600,2944
128,71803,"Poughkeepsie--Newburgh, NY--NJ",NY,New York,412338,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",46,2525
129,72505,"Providence, RI--MA",MA,Massachusetts,260276,"Providence, RI--MA Urbanized Area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",225,4134
130,72505,"Providence, RI--MA",RI,Rhode Island,930680,"Providence, RI--MA Urbanized Area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",125,4134
129,72505,"Providence, RI--MA",MA,Massachusetts,260276,"Providence, RI--MA Urbanized Area",39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",52,3946
130,72505,"Providence, RI--MA",RI,Rhode Island,930680,"Providence, RI--MA Urbanized Area",39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",52,3946
129,72505,"Providence, RI--MA",MA,Massachusetts,260276,"Providence, RI--MA Urbanized Area",49340,"Worcester, MA Metro Area",52,2023
130,72505,"Providence, RI--MA",RI,Rhode Island,930680,"Providence, RI--MA Urbanized Area",49340,"Worcester, MA Metro Area",52,2023
131,72559,"Provo--Orem, UT",UT,Utah,482819,"Provo--Orem, UT Urbanized Area",39340,"Provo-Orem, UT Metro Area",5,30840
132,73261,"Raleigh, NC",NC,North Carolina,884891,"Raleigh, NC Urbanized Area",20380,"Dunn, NC Micro Area",,
132,73261,"Raleigh, NC",NC,North Carolina,884891,"Raleigh, NC Urbanized Area",20500,"Durham-Chapel Hill, NC Metro Area",5,13184
132,73261,"Raleigh, NC",NC,North Carolina,884891,"Raleigh, NC Urbanized Area",99999,Not in a metro/micro area,,
132,73261,"Raleigh, NC",NC,North Carolina,884891,"Raleigh, NC Urbanized Area",39580,"Raleigh-Cary, NC Metro Area",3,65356
133,73693,"Reading, PA",PA,Pennsylvania,266254,"Reading, PA Urbanized Area",30140,"Lebanon, PA Metro Area",6,3162
133,73693,"Reading, PA",PA,Pennsylvania,266254,"Reading, PA Urbanized Area",39060,"Pottsville, PA Micro Area",,
133,73693,"Reading, PA",PA,Pennsylvania,266254,"Reading, PA Urbanized Area",39740,"Reading, PA Metro Area",18,3755
134,74179,"Reno, NV--CA",NV,Nevada,392132,"Reno, NV--CA Urbanized Area",99999,Not in a metro/micro area,,
134,74179,"Reno, NV--CA",NV,Nevada,392132,"Reno, NV--CA Urbanized Area",39900,"Reno-Sparks, NV Metro Area",3,22027
135,74746,"Richmond, VA",VA,Virginia,953556,"Richmond, VA Urbanized Area",40060,"Richmond, VA Metro Area",18,10831
136,75340,"Riverside--San Bernardino, CA",CA,California,1932666,"Riverside--San Bernardino, CA Urbanized Area",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",56,15001
137,75421,"Roanoke, VA",VA,Virginia,210111,"Roanoke, VA Urbanized Area",13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",5,4071
137,75421,"Roanoke, VA",VA,Virginia,210111,"Roanoke, VA Urbanized Area",31340,"Lynchburg, VA Metro Area",6,6772
137,75421,"Roanoke, VA",VA,Virginia,210111,"Roanoke, VA Urbanized Area",40220,"Roanoke, VA Metro Area",6,7444
138,75664,"Rochester, NY",NY,New York,720572,"Rochester, NY Urbanized Area",40380,"Rochester, NY Metro Area",53,2889
139,75718,"Rockford, IL",IL,Illinois,296863,"Rockford, IL Urbanized Area",40420,"Rockford, IL Metro Area",13,4310
140,76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",IL,Illinois,259811,"Round Lake Beach--McHenry--Grayslake, IL--WI Urbanized Area",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",353,4425
140,76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",IL,Illinois,259811,"Round Lake Beach--McHenry--Grayslake, IL--WI Urbanized Area",48580,"Whitewater, WI Micro Area",,
141,77068,"Sacramento, CA",CA,California,1723634,"Sacramento, CA Urbanized Area",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",46,7702
142,77770,"St. Louis, MO--IL",IL,Illinois,372895,"St. Louis, MO--IL Urbanized Area",41180,"St. Louis, MO-IL Metro Area",125,3238
143,77770,"St. Louis, MO--IL",MO,Missouri,1777811,"St. Louis, MO--IL Urbanized Area",41180,"St. Louis, MO-IL Metro Area",125,3238
144,78229,"Salem, OR",OR,Oregon,236632,"Salem, OR Urbanized Area",41420,"Salem, OR Metro Area",14,4765
145,78499,"Salt Lake City--West Valley City, UT",UT,Utah,1021243,"Salt Lake City--West Valley City, UT Urbanized Area",36260,"Ogden-Clearfield, UT Metro Area",5,25662
145,78499,"Salt Lake City--West Valley City, UT",UT,Utah,1021243,"Salt Lake City--West Valley City, UT Urbanized Area",39340,"Provo-Orem, UT Metro Area",5,30840
145,78499,"Salt Lake City--West Valley City, UT",UT,Utah,1021243,"Salt Lake City--West Valley City, UT Urbanized Area",41620,"Salt Lake City, UT Metro Area",6,33863
146,78580,"San Antonio, TX",TX,Texas,1758210,"San Antonio, TX Urbanized Area",41700,"San Antonio-New Braunfels, TX Metro Area",39,10660
147,78661,"San Diego, CA",CA,California,2956746,"San Diego, CA Urbanized Area",41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",42,11999
148,78904,"San Francisco--Oakland, CA",CA,California,3281212,"San Francisco--Oakland, CA Urbanized Area",41860,"San Francisco-Oakland-Fremont, CA Metro Area",79,7295
148,78904,"San Francisco--Oakland, CA",CA,California,3281212,"San Francisco--Oakland, CA Urbanized Area",41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",40,6916
149,79039,"San Jose, CA",CA,California,1664496,"San Jose, CA Urbanized Area",41860,"San Francisco-Oakland-Fremont, CA Metro Area",79,7295
149,79039,"San Jose, CA",CA,California,1664496,"San Jose, CA Urbanized Area",41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",40,6916
149,79039,"San Jose, CA",CA,California,1664496,"San Jose, CA Urbanized Area",42100,"Santa Cruz-Watsonville, CA Metro Area",10,3242
150,79309,"Santa Clarita, CA",CA,California,258653,"Santa Clarita, CA Urbanized Area",31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",108,18962
151,79498,"Santa Rosa, CA",CA,California,308231,"Santa Rosa, CA Urbanized Area",42220,"Santa Rosa-Petaluma, CA Metro Area",36,1305
152,79606,"Sarasota--Bradenton, FL",FL,Florida,643260,"Sarasota--Bradenton, FL Urbanized Area",35840,"North Port-Bradenton-Sarasota, FL Metro Area",2,44050
152,79606,"Sarasota--Bradenton, FL",FL,Florida,643260,"Sarasota--Bradenton, FL Urbanized Area",39460,"Punta Gorda, FL Metro Area",1,16264
153,79768,"Savannah, GA",GA,Georgia,260677,"Savannah, GA Urbanized Area",42340,"Savannah, GA Metro Area",3,19077
154,80227,"Scranton, PA",PA,Pennsylvania,381502,"Scranton, PA Urbanized Area",99999,Not in a metro/micro area,,
154,80227,"Scranton, PA",PA,Pennsylvania,381502,"Scranton, PA Urbanized Area",42540,"Scranton--Wilkes-Barre, PA Metro Area",24,3126
155,80389,"Seattle, WA",WA,Washington,3059393,"Seattle, WA Urbanized Area",14740,"Bremerton-Silverdale, WA Metro Area",5,7146
155,80389,"Seattle, WA",WA,Washington,3059393,"Seattle, WA Urbanized Area",42660,"Seattle-Tacoma-Bellevue, WA Metro Area",48,10824
156,81739,"Shreveport, LA",LA,Louisiana,298317,"Shreveport, LA Urbanized Area",43340,"Shreveport-Bossier City, LA Metro Area",4,18063
157,83116,"South Bend, IN--MI",IN,Indiana,241870,"South Bend, IN--MI Urbanized Area",21140,"Elkhart-Goshen, IN Metro Area",7,5165
157,83116,"South Bend, IN--MI",IN,Indiana,241870,"South Bend, IN--MI Urbanized Area",35660,"Niles-Benton Harbor, MI Metro Area",16,1585
157,83116,"South Bend, IN--MI",IN,Indiana,241870,"South Bend, IN--MI Urbanized Area",43780,"South Bend-Mishawaka, IN-MI Metro Area",9,4990
158,83764,"Spokane, WA",WA,Washington,387847,"Spokane, WA Urbanized Area",44060,"Spokane, WA Metro Area",30,3068
159,83926,"Springfield, MA--CT",MA,Massachusetts,531589,"Springfield, MA--CT Urbanized Area",25540,"Hartford-West Hartford-East Hartford, CT Metro Area",58,2990
159,83926,"Springfield, MA--CT",MA,Massachusetts,531589,"Springfield, MA--CT Urbanized Area",44140,"Springfield, MA Metro Area",24,3255
160,83953,"Springfield, MO",MO,Missouri,273724,"Springfield, MO Urbanized Area",44180,"Springfield, MO Metro Area",27,2561
161,85087,"Stockton, CA",CA,California,370583,"Stockton, CA Urbanized Area",44700,"Stockton, CA Metro Area",14,9855
162,86302,"Syracuse, NY",NY,New York,412317,"Syracuse, NY Urbanized Area",45060,"Syracuse, NY Metro Area",37,2725
163,86464,"Tallahassee, FL",FL,Florida,240223,"Tallahassee, FL Urbanized Area",45220,"Tallahassee, FL Metro Area",4,11449
164,86599,"Tampa--St. Petersburg, FL",FL,Florida,2441770,"Tampa--St. Petersburg, FL Urbanized Area",29460,"Lakeland-Winter Haven, FL Metro Area",1,97953
164,86599,"Tampa--St. Petersburg, FL",FL,Florida,2441770,"Tampa--St. Petersburg, FL Urbanized Area",45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",4,99257
165,87490,"Thousand Oaks, CA",CA,California,214811,"Thousand Oaks, CA Urbanized Area",31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",108,18962
165,87490,"Thousand Oaks, CA",CA,California,214811,"Thousand Oaks, CA Urbanized Area",37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",21,7312
166,87868,"Toledo, OH--MI",OH,Ohio,479182,"Toledo, OH--MI Urbanized Area",33780,"Monroe, MI Metro Area",10,2246
166,87868,"Toledo, OH--MI",OH,Ohio,479182,"Toledo, OH--MI Urbanized Area",45780,"Toledo, OH Metro Area",25,3092
167,88462,"Trenton, NJ",NJ,New Jersey,296668,"Trenton, NJ Urbanized Area",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",600,2944
167,88462,"Trenton, NJ",NJ,New Jersey,296668,"Trenton, NJ Urbanized Area",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",196,4009
167,88462,"Trenton, NJ",NJ,New Jersey,296668,"Trenton, NJ Urbanized Area",45940,"Trenton-Ewing, NJ Metro Area",11,5075
168,88732,"Tucson, AZ",AZ,Arizona,843168,"Tucson, AZ Urbanized Area",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",77,8868
168,88732,"Tucson, AZ",AZ,Arizona,843168,"Tucson, AZ Urbanized Area",46060,"Tucson, AZ Metro Area",16,9010
169,88948,"Tulsa, OK",OK,Oklahoma,655479,"Tulsa, OK Urbanized Area",46140,"Tulsa, OK Metro Area",68,2442
170,89770,"Urban Honolulu, HI",HI,Hawaii,802459,"Urban Honolulu, HI Urbanized Area",26180,"Honolulu, HI Metro Area",,
171,90541,"Victorville--Hesperia, CA",CA,California,328454,"Victorville--Hesperia, CA Urbanized Area",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",56,15001
172,90892,"Virginia Beach, VA",VA,Virginia,1439666,"Virginia Beach, VA Urbanized Area",47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",14,18266
173,90946,"Visalia, CA",CA,California,219454,"Visalia, CA Urbanized Area",47300,"Visalia-Porterville, CA Metro Area",46,2265
174,92242,"Washington, DC--VA--MD",DC,District of Columbia,601723,"Washington, DC--VA--MD Urbanized Area",12580,"Baltimore-Towson, MD Metro Area",7,56586
175,92242,"Washington, DC--VA--MD",MD,Maryland,1749163,"Washington, DC--VA--MD Urbanized Area",12580,"Baltimore-Towson, MD Metro Area",7,56586
176,92242,"Washington, DC--VA--MD",VA,Virginia,2235884,"Washington, DC--VA--MD Urbanized Area",12580,"Baltimore-Towson, MD Metro Area",7,56586
174,92242,"Washington, DC--VA--MD",DC,District of Columbia,601723,"Washington, DC--VA--MD Urbanized Area",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",24,38510
175,92242,"Washington, DC--VA--MD",MD,Maryland,1749163,"Washington, DC--VA--MD Urbanized Area",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",24,38510
176,92242,"Washington, DC--VA--MD",VA,Virginia,2235884,"Washington, DC--VA--MD Urbanized Area",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",24,38510
177,95077,"Wichita, KS",KS,Kansas,472870,"Wichita, KS Urbanized Area",48620,"Wichita, KS Metro Area",36,3476
178,95833,"Wilmington, NC",NC,North Carolina,219957,"Wilmington, NC Urbanized Area",48900,"Wilmington, NC Metro Area",2,17059
179,96670,"Winston-Salem, NC",NC,North Carolina,391024,"Winston-Salem, NC Urbanized Area",24660,"Greensboro-High Point, NC Metro Area",4,26993
179,96670,"Winston-Salem, NC",NC,North Carolina,391024,"Winston-Salem, NC Urbanized Area",45640,"Thomasville-Lexington, NC Micro Area",,
179,96670,"Winston-Salem, NC",NC,North Carolina,391024,"Winston-Salem, NC Urbanized Area",49180,"Winston-Salem, NC Metro Area",7,13822
180,96697,"Winter Haven, FL",FL,Florida,201289,"Winter Haven, FL Urbanized Area",29460,"Lakeland-Winter Haven, FL Metro Area",1,97953
181,97291,"Worcester, MA--CT",MA,Massachusetts,453586,"Worcester, MA--CT Urbanized Area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",125,4134
181,97291,"Worcester, MA--CT",MA,Massachusetts,453586,"Worcester, MA--CT Urbanized Area",48740,"Willimantic, CT Micro Area",,
181,97291,"Worcester, MA--CT",MA,Massachusetts,453586,"Worcester, MA--CT Urbanized Area",49340,"Worcester, MA Metro Area",52,2023
182,97750,"York, PA",PA,Pennsylvania,232045,"York, PA Urbanized Area",49620,"York-Hanover, PA Metro Area",16,4028
183,97831,"Youngstown, OH--PA",OH,Ohio,348073,"Youngstown, OH--PA Urbanized Area",10420,"Akron, OH Metro Area",29,3212
183,97831,"Youngstown, OH--PA",OH,Ohio,348073,"Youngstown, OH--PA Urbanized Area",35260,"New Castle, PA Micro Area",,
183,97831,"Youngstown, OH--PA",OH,Ohio,348073,"Youngstown, OH--PA Urbanized Area",49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",46,1608
